ID	altID	Group	ClassUpper	ClassLower
R-RNO-69618	Mitotic Spindle Checkpoint	Reactome	Cell Cycle	Cell Cycle Checkpoints
R-RNO-69620	Cell Cycle Checkpoints	Reactome	Cell Cycle	Cell Cycle
R-RNO-70326	Glucose metabolism	Reactome	Metabolism	Metabolism of carbohydrates
R-RNO-71291	Metabolism of amino acids and derivatives	Reactome	Metabolism	Metabolism
R-RNO-71387	Metabolism of carbohydrates	Reactome	Metabolism	Metabolism
R-RNO-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	Metabolism	The citric acid (TCA) cycle and respiratory electron transport
R-RNO-72172	mRNA Splicing	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-72202	Transport of Mature Transcript to Cytoplasm	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-72613	Eukaryotic Translation Initiation	Reactome	Metabolism of proteins	Translation
R-RNO-72737	Cap-dependent Translation Initiation	Reactome	Metabolism of proteins	Translation
R-RNO-72766	Translation	Reactome	Metabolism of proteins	Metabolism of proteins
R-RNO-72766	Translation	Reactome	Gene Expression	Gene Expression
R-RNO-73847	Purine metabolism	Reactome	Metabolism	Metabolism of nucleotides
R-RNO-73848	Pyrimidine metabolism	Reactome	Metabolism	Metabolism of nucleotides
R-RNO-73854	RNA Polymerase I Promoter Clearance	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-73856	RNA Polymerase II Transcription Termination	Reactome	Gene Expression	RNA Polymerase II Transcription
R-RNO-73857	RNA Polymerase II Transcription	Reactome	Gene Expression	Gene Expression
R-RNO-73864	RNA Polymerase I Transcription	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-73884	Base Excision Repair	Reactome	DNA Repair	DNA Repair
R-RNO-73885	Nucleotide Excision Repair	Reactome	DNA Repair	DNA Repair
R-RNO-73886	Chromosome Maintenance	Reactome	Cell Cycle	Cell Cycle
R-RNO-73887	Death Receptor Signalling	Reactome	Signal Transduction	Signal Transduction
R-RNO-73888	Homologous Recombination Repair	Reactome	DNA Repair	Double-Strand Break Repair
R-RNO-73890	Double-Strand Break Repair	Reactome	DNA Repair	DNA Repair
R-RNO-73893	DNA Damage Bypass	Reactome	DNA Repair	DNA Repair
R-RNO-73894	DNA Repair	Reactome	DNA Repair	DNA Repair
R-RNO-73923	Lipid digestion, mobilization, and transport	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-73927	Depurination	Reactome	DNA Repair	Base Excision Repair
R-RNO-73928	Depyrimidination	Reactome	DNA Repair	Base Excision Repair
R-RNO-73929	Base-Excision Repair, AP Site Formation	Reactome	DNA Repair	Base Excision Repair
R-RNO-73951	Homologous recombination repair of replication-independent double-strand breaks	Reactome	DNA Repair	Double-Strand Break Repair
R-RNO-74158	RNA Polymerase III Transcription	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-74160	Gene Expression	Reactome	Gene Expression	Gene Expression
R-RNO-74182	Ketone body metabolism	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-75064	mRNA Editing: A to I Conversion	Reactome	Gene Expression	mRNA Editing
R-RNO-75067	Processing of Capped Intronless Pre-mRNA	Reactome	Gene Expression	Gene Expression
R-RNO-75072	mRNA Editing	Reactome	Gene Expression	Gene Expression
R-RNO-75149	Resolution of D-Loop Structures	Reactome	DNA Repair	Double-Strand Break Repair
R-RNO-75815	Ubiquitin-dependent degradation of Cyclin D	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-75944	Transcription from mitochondrial promoters	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-76002	Platelet activation, signaling and aggregation	Reactome	Hemostasis	Hemostasis
R-RNO-76010	Homologous DNA Pairing and Strand Exchange	Reactome	DNA Repair	Double-Strand Break Repair
R-RNO-76046	RNA Polymerase III Transcription Initiation	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-77286	mitochondrial fatty acid beta-oxidation of saturated fatty acids	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-77289	Mitochondrial Fatty Acid Beta-Oxidation	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-774815	Nucleosome assembly	Reactome	Cell Cycle	Chromosome Maintenance
R-RNO-913531	Interferon Signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-927802	Nonsense-Mediated Decay (NMD)	Reactome	Gene Expression	Gene Expression
R-RNO-937061	TRIF-mediated TLR3/TLR4 signaling 	Reactome	Immune System	Innate Immune System
R-RNO-975576	N-glycan antennae elongation in the medial/trans-Golgi	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-977443	GABA receptor activation	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-983169	Class I MHC mediated antigen processing & presentation	Reactome	Immune System	Adaptive Immune System
R-RNO-983705	Signaling by the B Cell Receptor (BCR)	Reactome	Immune System	Adaptive Immune System
R-RNO-991365	Activation of GABAB receptors	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-997269	Inhibition of adenylate cyclase pathway	Reactome	Neuronal System	Transmission across Chemical Synapses
C100005	1-chloro-4-nitrobenzene	Chem	Chem	Chem
C100016	4-nitroaniline	Chem	Chem	Chem
C100027	4-nitrophenol	Chem	Chem	Chem
C10016203	alpha-cyclodextrin	Chem	Chem	Chem
C100210	terephthalic_acid	Chem	Chem	Chem
C10025748	dysprosium(iii)_chloride	Chem	Chem	Chem
C100378	n,n-diethylethanolamine	Chem	Chem	Chem
C10042598	2-propyl-1-heptanol	Chem	Chem	Chem
C10043353	boric_acid	Chem	Chem	Chem
C100516	benzyl_alcohol	Chem	Chem	Chem
C100549	3-pyridinecarbonitrile	Chem	Chem	Chem
C100641	cyclohexanone_oxime	Chem	Chem	Chem
C1007289	deisopropylatrazine	Chem	Chem	Chem
C10081671	4-(2-phenylpropan-2-yl)-n-[4-(2-phenylpropan-2-yl)phenyl]aniline	Chem	Chem	Chem
C1008726	sodium_2-formylbenzenesulfonate	Chem	Chem	Chem
C10094345	1,1-dimethyl-2-phenylethyl_butanoate	Chem	Chem	Chem
C100970	methenamine	Chem	Chem	Chem
C101020	triphenyl_phosphite	Chem	Chem	Chem
C101053	anilazine	Chem	Chem	Chem
C101100	cloprop	Chem	Chem	Chem
C101202	triclocarban	Chem	Chem	Chem
C101213	chlorpropham	Chem	Chem	Chem
C101371	2,4,6-tris(allyloxy)-1,3,5-triazine	Chem	Chem	Chem
C101428	fenuron	Chem	Chem	Chem
C101463698	flufenoxuron	Chem	Chem	Chem
C101542	n-phenyl-1,4-benzenediamine	Chem	Chem	Chem
C101553	p-bromodiphenyl_ether	Chem	Chem	Chem
C101611	4,4'-methylenebis(n,n-dimethylaniline)	Chem	Chem	Chem
C10161338	17beta-trenbolone	Chem	Chem	Chem
C101779	4,4'-methylenedianiline	Chem	Chem	Chem
C101804	4,4'-oxydianiline	Chem	Chem	Chem
C101815	diphenylmethane	Chem	Chem	Chem
C101837	dicyclohexylamine	Chem	Chem	Chem
C101848	diphenyl_oxide	Chem	Chem	Chem
C101860	2-benzylideneoctanal	Chem	Chem	Chem
C102067	1,3-diphenylguanidine	Chem	Chem	Chem
C10222012	2,2-dibromo-3-nitrilopropionamide	Chem	Chem	Chem
C102272	n-ethyl-3-methylaniline	Chem	Chem	Chem
C102409927	fr073317	Chem	Chem	Chem
C1024573	heptachlor_epoxide	Chem	Chem	Chem
C102603	n,n,n',n'-tetrakis(2-hydroxypropyl)ethylenediamine	Chem	Chem	Chem
C10265926	methamidophos	Chem	Chem	Chem
C102676313	fadrozole_hydrochloride	Chem	Chem	Chem
C102716	triethanolamine	Chem	Chem	Chem
C102761	triacetin	Chem	Chem	Chem
C102829	tributylamine	Chem	Chem	Chem
C103055078	lufenuron	Chem	Chem	Chem
C103093	2-ethylhexyl_acetate	Chem	Chem	Chem
C1031078	endosulfan_sulfate	Chem	Chem	Chem
C103117	2-ethylhexyl_acrylate	Chem	Chem	Chem
C103231	di(2-ethylhexyl)_adipate	Chem	Chem	Chem
C103242	bis(2-ethylhexyl)_nonanedioate	Chem	Chem	Chem
C103333	azobenzene	Chem	Chem	Chem
C103344	4,4'-dithiodimorpholine	Chem	Chem	Chem
C103361097	flumioxazin	Chem	Chem	Chem
C1034011	octyl_gallate	Chem	Chem	Chem
C103413	benzyl_cinnamate	Chem	Chem	Chem
C103651	propylbenzene	Chem	Chem	Chem
C103695	n-ethylaniline	Chem	Chem	Chem
C103764	1-piperazineethanol	Chem	Chem	Chem
C103902	acetaminophen	Chem	Chem	Chem
C104098488	imazapic	Chem	Chem	Chem
C104132	4-butylaniline	Chem	Chem	Chem
C104206828	mesotrione	Chem	Chem	Chem
C104405	4-nonylphenol	Chem	Chem	Chem
C104438	4-dodecylphenol	Chem	Chem	Chem
C104450	4-propylanisole	Chem	Chem	Chem
C104518	butylbenzene	Chem	Chem	Chem
C10453868	resmethrin	Chem	Chem	Chem
C104541	3-phenyl-2-propen-1-ol	Chem	Chem	Chem
C104610	gamma-nonanolactone	Chem	Chem	Chem
C104665	1,2-diphenoxyethane	Chem	Chem	Chem
C104676	5-heptyldihydro-2(3h)-furanone	Chem	Chem	Chem
C104767	2-ethyl-1-hexanol	Chem	Chem	Chem
C104795688	ci-959	Chem	Chem	Chem
C105215	1,4-heptanolide	Chem	Chem	Chem
C105373	ethyl_propionate	Chem	Chem	Chem
C10540291	tamoxifen	Chem	Chem	Chem
C105512069	clodinafop-propargyl_mixt.	Chem	Chem	Chem
C105533	diethyl_propanedioate	Chem	Chem	Chem
C105544	ethyl_butyrate	Chem	Chem	Chem
C105555	n,n'-diethylthiourea	Chem	Chem	Chem
C105602	caprolactam	Chem	Chem	Chem
C105624860	5hpp-33	Chem	Chem	Chem
C105679	2,4-dimethylphenol	Chem	Chem	Chem
C105873	geranyl_acetate	Chem	Chem	Chem
C105997	dibutyl_hexanedioate	Chem	Chem	Chem
C10605217	carbendazim	Chem	Chem	Chem
C1061517621	pharmagsid_47337	Chem	Chem	Chem
C1062243519	pharmagsid_48511	Chem	Chem	Chem
C106229	citronellol	Chem	Chem	Chem
C106230	citronellal	Chem	Chem	Chem
C106241	geraniol	Chem	Chem	Chem
C106252	(2z)-3,7-dimethylocta-2,6-dien-1-ol	Chem	Chem	Chem
C106274	isopentyl_butyrate	Chem	Chem	Chem
C106309	ethyl_heptanoate	Chem	Chem	Chem
C106434	4-chlorotoluene	Chem	Chem	Chem
C106445	p-cresol	Chem	Chem	Chem
C106456	4-thiocresol	Chem	Chem	Chem
C106467	1,4-dichlorobenzene	Chem	Chem	Chem
C106478	4-chloroaniline	Chem	Chem	Chem
C106489	4-chlorophenol	Chem	Chem	Chem
C106490	4-methylaniline	Chem	Chem	Chem
C106503	1,4-benzenediamine	Chem	Chem	Chem
C106650	dimethyl_succinate	Chem	Chem	Chem
C106683	3-octanone	Chem	Chem	Chem
C1067250	trimethoxypropylsilane	Chem	Chem	Chem
C1067534	tris(2-methoxyethoxy)vinylsilane	Chem	Chem	Chem
C106876	4-vinyl-1-cyclohexene_dioxide	Chem	Chem	Chem
C1068967963	sar102608	Chem	Chem	Chem
C106934	1,2-dibromoethane	Chem	Chem	Chem
C107071669	ro_23-7637	Chem	Chem	Chem
C107073	2-chloroethanol	Chem	Chem	Chem
C107131	acrylonitrile	Chem	Chem	Chem
C107186	allyl_alcohol	Chem	Chem	Chem
C107200	chloroacetaldehyde	Chem	Chem	Chem
C107211	ethylene_glycol	Chem	Chem	Chem
C1072157	sulfuric_acid,_monononyl_ester,_sodium_salt	Chem	Chem	Chem
C107302	chloromethyl_methyl_ether	Chem	Chem	Chem
C107415	2-methyl-2,4-pentanediol	Chem	Chem	Chem
C107460	hexamethyldisiloxane	Chem	Chem	Chem
C107517	octamethyltrisiloxane	Chem	Chem	Chem
C107534963	tebuconazole	Chem	Chem	Chem
C107540	3,5-dimethyl-1-hexyn-3-ol	Chem	Chem	Chem
C1076977	1,4-cyclohexanedicarboxylic_acid	Chem	Chem	Chem
C107755	7-hydroxy-3,7-dimethyloctanal	Chem	Chem	Chem
C107879	2-pentanone	Chem	Chem	Chem
C107880	1,3-butanediol	Chem	Chem	Chem
C107926	butanoic_acid	Chem	Chem	Chem
C107982	1-methoxy-2-propanol	Chem	Chem	Chem
C108010	dimethylaminoethanol	Chem	Chem	Chem
C108112	4-methyl-2-pentanol	Chem	Chem	Chem
C108214	isopropyl_acetate	Chem	Chem	Chem
C108327	propylene_carbonate	Chem	Chem	Chem
C108383	1,3-dimethylbenzene	Chem	Chem	Chem
C108394	m-cresol	Chem	Chem	Chem
C108419336	acetic_acid,_c8-10-branched_alkyl_esters,_c9-rich	Chem	Chem	Chem
C108441	3-methylaniline	Chem	Chem	Chem
C108452	1,3-benzenediamine	Chem	Chem	Chem
C108463	resorcinol	Chem	Chem	Chem
C1085127	heptylparaben	Chem	Chem	Chem
C108598	dimethyl_malonate	Chem	Chem	Chem
C108678	1,3,5-trimethylbenzene	Chem	Chem	Chem
C108689	3,5-dimethylphenol	Chem	Chem	Chem
C108770	2,4,6-trichloro-s-triazine	Chem	Chem	Chem
C108805	cyanuric_acid	Chem	Chem	Chem
C108838	diisobutyl_ketone	Chem	Chem	Chem
C108918	cyclohexylamine	Chem	Chem	Chem
C108930	cyclohexanol	Chem	Chem	Chem
C108941	cyclohexanone	Chem	Chem	Chem
C108952	phenol	Chem	Chem	Chem
C108985	benzenethiol	Chem	Chem	Chem
C108996	3-methylpyridine	Chem	Chem	Chem
C109024	4-methylmorpholine	Chem	Chem	Chem
C109433	dibutyl_decanedioate	Chem	Chem	Chem
C109466	n,n'-dibutylthiourea	Chem	Chem	Chem
C109524	pentanoic_acid	Chem	Chem	Chem
C109557	3-(dimethylamino)propylamine	Chem	Chem	Chem
C1095905	methadone_hydrochloride	Chem	Chem	Chem
C109773	propanedinitrile	Chem	Chem	Chem
C109864	2-methoxyethanol	Chem	Chem	Chem
C110054	di-tert-butyl_peroxide	Chem	Chem	Chem
C110123	5-methyl-2-hexanone	Chem	Chem	Chem
C110156	butanedioic_acid	Chem	Chem	Chem
C110167	maleic_acid	Chem	Chem	Chem
C110178	fumaric_acid	Chem	Chem	Chem
C110235477	mepanipyrim	Chem	Chem	Chem
C110258	oleyl_sarcosine	Chem	Chem	Chem
C110269	n,n'-methylenebisacrylamide	Chem	Chem	Chem
C110270	isopropyl_tetradecanoic_acid	Chem	Chem	Chem
C110338	dihexyl_hexanedioate	Chem	Chem	Chem
C110429	methyl_decanoate	Chem	Chem	Chem
C110430	2-heptanone	Chem	Chem	Chem
C110441	sorbic_acid	Chem	Chem	Chem
C110488705	dimethomorph	Chem	Chem	Chem
C110623	pentanal	Chem	Chem	Chem
C110634	1,4-butanediol	Chem	Chem	Chem
C110656	2-butyne-1,4-diol	Chem	Chem	Chem
C110690	butanal_oxime	Chem	Chem	Chem
C110736	2-(ethylamino)ethanol	Chem	Chem	Chem
C110805	2-ethoxyethanol	Chem	Chem	Chem
C110850	piperazine	Chem	Chem	Chem
C110872	3,4-dihydro-2h-pyran	Chem	Chem	Chem
C110918	morpholine	Chem	Chem	Chem
C110974	diisopropanolamine	Chem	Chem	Chem
C11099073	glyceryl_stearates	Chem	Chem	Chem
C111115	methyl_octanoate	Chem	Chem	Chem
C111148	heptanoic_acid	Chem	Chem	Chem
C111159	2-ethoxyethyl_acetate	Chem	Chem	Chem
C1111780	ammonium_carbamate	Chem	Chem	Chem
C111206	decanedioic_acid	Chem	Chem	Chem
C111217	triethylene_glycol_diacetate	Chem	Chem	Chem
C1112396	dimethoxydimethylsilane	Chem	Chem	Chem
C111273	1-hexanol	Chem	Chem	Chem
C111308	glutaraldehyde	Chem	Chem	Chem
C111400	diethylenetriamine	Chem	Chem	Chem
C111422	diethanolamine	Chem	Chem	Chem
C111444	bis(2-chloroethyl)_ether	Chem	Chem	Chem
C111466	diethylene_glycol	Chem	Chem	Chem
C1114712	pebulate	Chem	Chem	Chem
C111499	hexamethyleneimine	Chem	Chem	Chem
C111557	1,2-ethanediol_diacetate	Chem	Chem	Chem
C111626	ethyl_oleate	Chem	Chem	Chem
C111693	hexanedinitrile	Chem	Chem	Chem
C111706	1-heptanol	Chem	Chem	Chem
C111717	heptanal	Chem	Chem	Chem
C111762	2-butoxyethanol	Chem	Chem	Chem
C111773	diethylene_glycol_monomethyl_ether	Chem	Chem	Chem
C111812589	fenpyroximate_(z,e)	Chem	Chem	Chem
C111820	methyl_dodecanoate	Chem	Chem	Chem
C111842	nonane	Chem	Chem	Chem
C1118463	butyltin_trichloride	Chem	Chem	Chem
C111875	1-octanol	Chem	Chem	Chem
C1118929	n,n-dimethyloctanamide	Chem	Chem	Chem
C111900	2-(2-ethoxyethoxy)ethanol	Chem	Chem	Chem
C1119400	dimethyl_glutarate	Chem	Chem	Chem
C111966	bis(2-methoxyethyl)_ether	Chem	Chem	Chem
C111988499	thiacloprid	Chem	Chem	Chem
C111991094	nicosulfuron	Chem	Chem	Chem
C1120010	sodium_hexyldecyl_sulfate	Chem	Chem	Chem
C1120043	octadecyl_sulfate_sodium_salt	Chem	Chem	Chem
C112005	dodecyltrimethylammonium_chloride	Chem	Chem	Chem
C1120214	undecane	Chem	Chem	Chem
C1120361	1-tetradecene	Chem	Chem	Chem
C112050	nonanoic_acid	Chem	Chem	Chem
C1120714	1,3-propane_sultone	Chem	Chem	Chem
C112072	2-butoxyethyl_acetate	Chem	Chem	Chem
C112129	2-undecanone	Chem	Chem	Chem
C112141	octyl_acetate	Chem	Chem	Chem
C112185	n,n-dimethyldodecan-1-amine	Chem	Chem	Chem
C112226616	halofenozide	Chem	Chem	Chem
C112254	2-(hexyloxy)ethanol	Chem	Chem	Chem
C112276	triethylene_glycol	Chem	Chem	Chem
C112281773	tetraconazole	Chem	Chem	Chem
C112301	1-decanol	Chem	Chem	Chem
C112312	decanal	Chem	Chem	Chem
C112345	2-(2-butoxyethoxy)ethanol	Chem	Chem	Chem
C112356	2-[2-(2-methoxyethoxy)ethoxy]ethanol	Chem	Chem	Chem
C112389	10-undecenoic_acid	Chem	Chem	Chem
C112410238	tebufenozide	Chem	Chem	Chem
C112425	1-undecanol	Chem	Chem	Chem
C112492	triethylene_glycol_dimethyl_ether	Chem	Chem	Chem
C112505	2-[2-(2-ethoxyethoxy)ethoxy]ethanol	Chem	Chem	Chem
C112529154	pioglitazone_hydrochloride	Chem	Chem	Chem
C112538	1-dodecanol	Chem	Chem	Chem
C112550	1-dodecanethiol	Chem	Chem	Chem
C112607	tetraethylene_glycol	Chem	Chem	Chem
C112630	methyl_linoleate	Chem	Chem	Chem
C112709	1-tridecanol	Chem	Chem	Chem
C112721	1-tetradecanol	Chem	Chem	Chem
C112733069	zenarestat	Chem	Chem	Chem
C112801	oleic_acid	Chem	Chem	Chem
C112809515	letrozole	Chem	Chem	Chem
C113136779	cyclanilide	Chem	Chem	Chem
C1134232	cycloate	Chem	Chem	Chem
C113484	mgk-264	Chem	Chem	Chem
C113734182	cp-114271	Chem	Chem	Chem
C114078	erythromycin	Chem	Chem	Chem
C114261	propoxur	Chem	Chem	Chem
C114311329	imazamox	Chem	Chem	Chem
C1143380	anthralin	Chem	Chem	Chem
C114369436	fenbuconazole	Chem	Chem	Chem
C115286	chlorendic_acid	Chem	Chem	Chem
C115297	endosulfan	Chem	Chem	Chem
C115322	dicofol	Chem	Chem	Chem
C115399	bromophenol_blue	Chem	Chem	Chem
C1156190	tolazamide	Chem	Chem	Chem
C115775	pentaerythritol	Chem	Chem	Chem
C115866	triphenyl_phosphate	Chem	Chem	Chem
C115957	linalyl_acetate	Chem	Chem	Chem
C115968	tris(2-chloroethyl)_phosphate	Chem	Chem	Chem
C116029	3,3,5-trimethylcyclohexanol	Chem	Chem	Chem
C116063	aldicarb	Chem	Chem	Chem
C116255482	bromuconazole	Chem	Chem	Chem
C116256	1-(hydroxymethyl)-5,5-dimethylhydantoin	Chem	Chem	Chem
C1166525	dodecyl_gallate	Chem	Chem	Chem
C116714466	novaluron	Chem	Chem	Chem
C117088	tetrachlorophthalic_anhydride	Chem	Chem	Chem
C117337196	fluthiacet-methyl	Chem	Chem	Chem
C117395	quercetin	Chem	Chem	Chem
C117428225	picoxystrobin	Chem	Chem	Chem
C117718602	thiazopyr	Chem	Chem	Chem
C117793	2-aminoanthraquinone	Chem	Chem	Chem
C117806	dichlone	Chem	Chem	Chem
C117817	di(2-ethylhexyl)_phthalate	Chem	Chem	Chem
C117840	dioctyl_phthalate	Chem	Chem	Chem
C117997	2-hydroxybenzophenone	Chem	Chem	Chem
C118134308	spiroxamine	Chem	Chem	Chem
C118478	1h-pyrazole-3-carboxylic_acid,_4,5-dihydro-5-oxo-1-(4-sulfophenyl)-	Chem	Chem	Chem
C118525	1,3-dichloro-5,5-dimethylhydantoin	Chem	Chem	Chem
C118558	phenyl_salicylate	Chem	Chem	Chem
C118569	3,3,5-trimethylcyclohexyl_salicylate	Chem	Chem	Chem
C118581	benzyl_salicylate	Chem	Chem	Chem
C118718	maltol	Chem	Chem	Chem
C118796	2,4,6-tribromophenol	Chem	Chem	Chem
C118821	4,4'-methylenebis(2,6-di-t-butylphenol)	Chem	Chem	Chem
C1189088	1,3-butyleneglycol_dimethacrylate	Chem	Chem	Chem
C118934	2-hydroxyacetophenone	Chem	Chem	Chem
C119073	octyl_decyl_phthalate	Chem	Chem	Chem
C1191500	sodium_myristyl_sulfate	Chem	Chem	Chem
C119168773	tebufenpyrad	Chem	Chem	Chem
C1191914212	pharmagsid_48521	Chem	Chem	Chem
C1192525	4,5-dichloro-3h-1,2-dithiol-3-one	Chem	Chem	Chem
C119368	methyl_salicylate	Chem	Chem	Chem
C119446683	difenoconazole	Chem	Chem	Chem
C1194656	dichlobenil	Chem	Chem	Chem
C119471	2,2'-methylenebis(4-methyl-6-tert-butylphenol)	Chem	Chem	Chem
C119515387	icaridin	Chem	Chem	Chem
C119539	benzoin	Chem	Chem	Chem
C119619	benzophenone	Chem	Chem	Chem
C119642	tetralin	Chem	Chem	Chem
C119904	3,3'-dimethoxybenzidine	Chem	Chem	Chem
C119937	3,3'-dimethylbenzidine	Chem	Chem	Chem
C120068373	fipronil	Chem	Chem	Chem
C120116883	cyazofamid	Chem	Chem	Chem
C120127	anthracene	Chem	Chem	Chem
C120149	veratraldehyde	Chem	Chem	Chem
C120183	naphthalene-2-sulfonic_acid	Chem	Chem	Chem
C120321	clorophene	Chem	Chem	Chem
C120365	dichlorprop	Chem	Chem	Chem
C120467	1,3-diphenyl-1,3-propanedione	Chem	Chem	Chem
C120478	ethylparaben	Chem	Chem	Chem
C120511731	anastrozole	Chem	Chem	Chem
C120514	benzyl_benzoate	Chem	Chem	Chem
C120558	diethylene_glycol_dibenzoate	Chem	Chem	Chem
C120569	triethylene_glycol_dibenzoate	Chem	Chem	Chem
C120616	dimethyl_terephthalate	Chem	Chem	Chem
C120650	2-((dimethylamino)methyl)phenol	Chem	Chem	Chem
C120718	2-methoxy-5-methylaniline	Chem	Chem	Chem
C120729	indole	Chem	Chem	Chem
C120809	catechol	Chem	Chem	Chem
C120821	1,2,4-trichlorobenzene	Chem	Chem	Chem
C120832	2,4-dichlorophenol	Chem	Chem	Chem
C120923	cyclopentanone	Chem	Chem	Chem
C120956	2,4-bis(2-methylbutan-2-yl)phenol	Chem	Chem	Chem
C121006	2-tert-butyl-4-methoxyphenol	Chem	Chem	Chem
C12108133	manganese,_tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-	Chem	Chem	Chem
C121142	2,4-dinitrotoluene	Chem	Chem	Chem
C121324	3-ethoxy-4-hydroxybenzaldehyde	Chem	Chem	Chem
C121335	4-hydroxy-3-methoxybenzaldehyde	Chem	Chem	Chem
C121391	ethyl_3-phenylglycidate	Chem	Chem	Chem
C1214397	n-benzyladenine	Chem	Chem	Chem
C121552612	cyprodinil	Chem	Chem	Chem
C121697	n,n-dimethylaniline	Chem	Chem	Chem
C121755	malathion	Chem	Chem	Chem
C121799	propyl_gallate	Chem	Chem	Chem
C121915	1,3-benzenedicarboxylic_acid	Chem	Chem	Chem
C1219381	octylparaben	Chem	Chem	Chem
C122008859	cyhalofop-butyl	Chem	Chem	Chem
C122145	fenitrothion	Chem	Chem	Chem
C122203	triisopropanolamine	Chem	Chem	Chem
C122349	simazine	Chem	Chem	Chem
C122394	diphenylamine	Chem	Chem	Chem
C122407	pentylcinnamaldehyde	Chem	Chem	Chem
C122429	propham	Chem	Chem	Chem
C122453730	chlorfenapyr	Chem	Chem	Chem
C122510	ethyl_orthoformate	Chem	Chem	Chem
C122576	methyl_styryl_ketone	Chem	Chem	Chem
C122623	bis(2-ethylhexyl)_decanedioate	Chem	Chem	Chem
C122667	1,2-diphenylhydrazine	Chem	Chem	Chem
C122781	phenylacetaldehyde	Chem	Chem	Chem
C122836355	sulfentrazone	Chem	Chem	Chem
C122883	4-chlorophenoxyacetic_acid	Chem	Chem	Chem
C122996	2-phenoxyethanol	Chem	Chem	Chem
C123002	4-morpholinepropanamine	Chem	Chem	Chem
C123013	dodecylbenzene	Chem	Chem	Chem
C123057	2-ethylhexanal	Chem	Chem	Chem
C123079	4-ethylphenol	Chem	Chem	Chem
C123115	4-methoxybenzaldehyde	Chem	Chem	Chem
C123122554	candoxatril	Chem	Chem	Chem
C123171	2,6,8-trimethyl-4-nonanol	Chem	Chem	Chem
C123251	diethyl_butanedioate	Chem	Chem	Chem
C123312890	pymetrozine	Chem	Chem	Chem
C123319	hydroquinone	Chem	Chem	Chem
C123331	maleic_hydrazide	Chem	Chem	Chem
C123343168	pyrithiobac-sodium	Chem	Chem	Chem
C123353	myrcene	Chem	Chem	Chem
C123422	diacetone_alcohol	Chem	Chem	Chem
C123513	isopentyl_alcohol	Chem	Chem	Chem
C123660	ethyl_hexanoate	Chem	Chem	Chem
C123773	azodicarbonamide	Chem	Chem	Chem
C123922	3-methylbutyl_acetate	Chem	Chem	Chem
C123966	2-octanol	Chem	Chem	Chem
C123999	nonanedioic_acid	Chem	Chem	Chem
C124049	hexanedioic_acid	Chem	Chem	Chem
C124072	octanoic_acid	Chem	Chem	Chem
C124094	1,6-hexanediamine	Chem	Chem	Chem
C124130	octanal	Chem	Chem	Chem
C124185	decane	Chem	Chem	Chem
C1241947	2-ethylhexyl_diphenyl_phosphate	Chem	Chem	Chem
C124196	nonanal	Chem	Chem	Chem
C124221	1-dodecanamine	Chem	Chem	Chem
C12427382	maneb	Chem	Chem	Chem
C124378774	enadoline	Chem	Chem	Chem
C124403	dimethylamine	Chem	Chem	Chem
C124495187	quinoxyfen	Chem	Chem	Chem
C124685	2-amino-2-methylpropan-1-ol	Chem	Chem	Chem
C124765	isoborneol	Chem	Chem	Chem
C124947	triamcinolone	Chem	Chem	Chem
C125116236	metconazole	Chem	Chem	Chem
C125122	isobornyl_acetate	Chem	Chem	Chem
C125225287	ipconazole	Chem	Chem	Chem
C125401925	bispyribac-sodium	Chem	Chem	Chem
C125848	aminoglutethimide	Chem	Chem	Chem
C126001	diphenolic_acid	Chem	Chem	Chem
C1260179	carminic_acid	Chem	Chem	Chem
C126067	3-bromo-1-chloro-5,5-dimethylhydantoin	Chem	Chem	Chem
C126114	2-(hydroxymethyl)-2-nitro-1,3-propanediol	Chem	Chem	Chem
C126147	sucrose_octaacetate	Chem	Chem	Chem
C126307	2,2-dimethylpropane-1,3-diol	Chem	Chem	Chem
C126727	tris(2,3-dibromopropyl)_phosphate	Chem	Chem	Chem
C126738	tributyl_phosphate	Chem	Chem	Chem
