V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
danazol	danazol	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_danazol_Low_9hr_Single	Low	9 hr	Increase	A8856
R-RNO-879518	Transport of organic anions	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0097864768683274	0.0776055262461755	NA	NA	NA	NA	NA	NA	A1970
R-RNO-1250347	SHC1 events in ERBB4 signaling	PT.s.	prothrombin time	Single	pheno2reactome	0.00800711743772242	0.0481834547375445	NA	NA	NA	NA	NA	NA	A1035
R-RNO-561048	Organic anion transport	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0097864768683274	0.0340453021984824	NA	NA	NA	NA	NA	NA	A2200
LPS	LPS	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_LPS_High_3hr_Single	High	3 hr	Increase	A10220
acetazolamide	acetazolamide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Control_9hr_Single	Control	9 hr	Increase	A7674
ajmaline	ajmaline	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ajmaline_Low_29day_Repeat	Low	29 day	Decrease	A7753
R-RNO-380108	Chemokine receptors bind chemokines	PT.s.	prothrombin time	Single	pheno2reactome	0.0097864768683274	0.363236138216049	NA	NA	NA	NA	NA	NA	A855
simvastatin	simvastatin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_simvastatin_Control_15day_Repeat	Control	15 day	Decrease	A11608
Hemorrhage	Hemorrhage	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16497
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Low_6hr_Single	Low	6 hr	Increase	A8740
vitamin_A	vitamin_A	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_Middle_29day_Repeat	Middle	29 day	Increase	A12023
R-RNO-1963642	PI3K events in ERBB2 signaling	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0133451957295374	0.09730871886121	NA	NA	NA	NA	NA	NA	A2159
vitamin_A	vitamin_A	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_Control_4day_Repeat	Control	4 day	Increase	A11979
methapyrilene	methapyrilene	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_methapyrilene_High_6hr_Single	High	6 hr	Increase	A10417
R-RNO-561048	Organic anion transport	PT.s.	prothrombin time	Single	pheno2reactome	0.0097864768683274	0.0340453021984824	NA	NA	NA	NA	NA	NA	A1302
etoposide	etoposide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_etoposide_High_9hr_Single	High	9 hr	Decrease	A9477
R-RNO-2514853	Condensation of Prometaphase Chromosomes	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.00653476016239788	NA	NA	NA	NA	NA	NA	A700
R-RNO-72764	Eukaryotic Translation Termination	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A1332
R-RNO-1227986	Signaling by ERBB2	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0124555160142349	0.0833299823739537	NA	NA	NA	NA	NA	NA	A2137
ethambutol	ethambutol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethambutol_High_29day_Repeat	High	29 day	Increase	A9227
ketoconazole	ketoconazole	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_ketoconazole_Middle_9hr_Single	Middle	9 hr	Increase	A10118
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Low_3hr_Single	Low	3 hr	Increase	A8728
Ground.glass.appearance	Ground glass appearance	PT.s.	prothrombin time	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16053
R-RNO-72689	Formation of a pool of free 40S subunits	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A1350
Ht...	hematocrit value	PT.s.	prothrombin time	Single	pheno2pheno	0.0133451957295374	NA	NA	NA	NA	NA	NA	NA	A16343
R-RNO-71032	Propionyl-CoA catabolism	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00622775800711744	0.0624491436526377	NA	NA	NA	NA	NA	NA	A1792
ALT.IU.L.	alanine aminotransferase	PT.s.	prothrombin time	Single	pheno2pheno	0.0213523131672598	NA	NA	NA	NA	NA	NA	NA	A16381
methapyrilene	methapyrilene	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methapyrilene_High_29day_Repeat	High	29 day	Increase	A10395
Anisonucleosis	Anisonucleosis	PT.s.	prothrombin time	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A15764
R-RNO-1566977	Fibronectin matrix formation	PT.s.	prothrombin time	Single	pheno2reactome	0.00355871886120996	0.0178623618202761	NA	NA	NA	NA	NA	NA	A875
Deposit..pigment	Deposit, pigment	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A16561
simvastatin	simvastatin	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_simvastatin_Low_3hr_Single	Low	3 hr	Decrease	A11635
R-RNO-2029485	Role of phospholipids in phagocytosis	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00355871886120996	0.108205683635051	NA	NA	NA	NA	NA	NA	A1454
galactosamine	galactosamine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_galactosamine_High_6hr_Single	High	6 hr	Increase	A9691
dexamethasone	dexamethasone	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_dexamethasone_Middle_24hr_Single	Middle	24 hr	Decrease	A9024
cyclosporine_A	cyclosporine_A	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cyclosporine_A_High_24hr_Single	High	24 hr	Increase	A8821
Edema	Edema	PT.s.	prothrombin time	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A15788
ALP.IU.L.	alkaline phosphatase	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16945
enalapril	enalapril	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_enalapril_Low_24hr_Single	Low	24 hr	Decrease	A9199
Hemorrhage	Hemorrhage	PT.s.	prothrombin time	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15684
methapyrilene	methapyrilene	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_methapyrilene_High_24hr_Single	High	24 hr	Increase	A10394
R-RNO-1236394	Signaling by ERBB4	PT.s.	prothrombin time	Single	pheno2reactome	0.0133451957295374	0.0945854739264974	NA	NA	NA	NA	NA	NA	A1277
captopril	captopril	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_captopril_Low_8day_Repeat	Low	8 day	Decrease	A8246
Cl.meq.L.	chlorine	PT.s.	prothrombin time	Single	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A16191
methimazole	methimazole	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methimazole_Middle_15day_Repeat	Middle	15 day	Increase	A10458
TBIL.mg.dL.	total bilirubin	PT.s.	prothrombin time	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16332
APTT.s.	activated partial thromboplastin time	PT.s.	prothrombin time	Single	pheno2pheno	0.0204626334519573	NA	NA	NA	NA	NA	NA	NA	A16218
acetamidofluorene	acetamidofluorene	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamidofluorene_Middle_29day_Repeat	Middle	29 day	Increase	A7539
iproniazid	iproniazid	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_iproniazid_High_4day_Repeat	High	4 day	Increase	A10056
RBC.x10_4.ul.	red blood cell count	PT.s.	prothrombin time	Repeat	pheno2pheno	0.0142348754448399	NA	NA	NA	NA	NA	NA	NA	A17181
R-RNO-399719	Trafficking of AMPA receptors	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0097864768683274	0.025913117514254	NA	NA	NA	NA	NA	NA	A2208
R-RNO-112409	RAF-independent MAPK1/3 activation	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00711743772241993	0.0475802152520639	NA	NA	NA	NA	NA	NA	A1883
R-RNO-1247673	Erythrocytes take up oxygen and release carbon dioxide	PT.s.	prothrombin time	Single	pheno2reactome	0.00444839857651246	0.00871948095589613	NA	NA	NA	NA	NA	NA	A1153
buthionine_sulfoximine	buthionine_sulfoximine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_buthionine_sulfoximine_Low_9hr_Single	Low	9 hr	Decrease	A8171
ketoconazole	ketoconazole	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_ketoconazole_Middle_3hr_Single	Middle	3 hr	Increase	A10117
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_High_3hr_Single	High	3 hr	Increase	A8681
disulfiram	disulfiram	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_disulfiram_High_29day_Repeat	High	29 day	Increase	A9118
enalapril	enalapril	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_enalapril_High_24hr_Single	High	24 hr	Decrease	A9187
R-RNO-156902	Peptide chain elongation	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A1338
perhexiline	perhexiline	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_perhexiline_Control_4day_Repeat	Control	4 day	Increase	A11152
Degeneration	Degeneration	PT.s.	prothrombin time	Single	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A15644
R-RNO-73728	RNA Polymerase I Promoter Opening	PT.s.	prothrombin time	Single	pheno2reactome	0.0097864768683274	0.201026161047973	NA	NA	NA	NA	NA	NA	A954
R-RNO-199418	Negative regulation of the PI3K/AKT network	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00889679715302491	0.0217786180308422	NA	NA	NA	NA	NA	NA	A2207
R-RNO-916853	Degradation of GABA	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0175095651011645	NA	NA	NA	NA	NA	NA	A407
R-RNO-1566977	Fibronectin matrix formation	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00355871886120996	0.0178623618202761	NA	NA	NA	NA	NA	NA	A1754
nitrosodiethylamine	nitrosodiethylamine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nitrosodiethylamine_High_8day_Repeat	High	8 day	Increase	A11052
R-RNO-112409	RAF-independent MAPK1/3 activation	PT.s.	prothrombin time	Single	pheno2reactome	0.00711743772241993	0.0475802152520639	NA	NA	NA	NA	NA	NA	A990
danazol	danazol	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_danazol_Middle_24hr_Single	Middle	24 hr	Increase	A8860
WBC.x10_2.uL.	white blood cell count	PT.s.	prothrombin time	Repeat	pheno2pheno	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A17048
R-RNO-5334118	DNA methylation	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00800711743772242	0.196111821619217	NA	NA	NA	NA	NA	NA	A1677
R-RNO-70370	Galactose catabolism	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0175095651011645	NA	NA	NA	NA	NA	NA	A443
cephalothin	cephalothin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Control_8day_Repeat	Control	8 day	Increase	A8315
simvastatin	simvastatin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_simvastatin_Middle_8day_Repeat	Middle	8 day	Decrease	A11641
buthionine_sulfoximine	buthionine_sulfoximine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_buthionine_sulfoximine_Control_9hr_Single	Control	9 hr	Decrease	A8160
R-RNO-2559580	Oxidative Stress Induced Senescence	PT.s.	prothrombin time	Single	pheno2reactome	0.00355871886120996	0.043158491928413	NA	NA	NA	NA	NA	NA	A633
monocrotaline	monocrotaline	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_monocrotaline_High_15day_Repeat	High	15 day	Increase	A10684
ethanol	ethanol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethanol_Middle_29day_Repeat	Middle	29 day	Decrease	A9279
R-RNO-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A1344
galactosamine	galactosamine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_galactosamine_Middle_24hr_Single	Middle	24 hr	Increase	A9703
R-RNO-1237044	Erythrocytes take up carbon dioxide and release oxygen	PT.s.	prothrombin time	Single	pheno2reactome	0.00444839857651246	0.00871948095589613	NA	NA	NA	NA	NA	NA	A1152
GTP.IU.L.	g-glutamyltranspeptidase	PT.s.	prothrombin time	Single	pheno2pheno	0.0133451957295374	NA	NA	NA	NA	NA	NA	NA	A16320
R-RNO-193634	Axonal growth inhibition (RHOA activation)	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.00747545772857787	NA	NA	NA	NA	NA	NA	A1549
Fibrosis	Fibrosis	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16608
acetazolamide	acetazolamide	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Control_4day_Repeat	Control	4 day	Increase	A7673
Change..acidophilic	Change, acidophilic	PT.s.	prothrombin time	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A15955
etoposide	etoposide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_etoposide_Low_9hr_Single	Low	9 hr	Decrease	A9480
ciprofloxacin	ciprofloxacin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Control_15day_Repeat	Control	15 day	Decrease	A8467
bendazac	bendazac	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_Control_3hr_Single	Control	3 hr	Decrease	A7956
bendazac	bendazac	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_Low_3hr_Single	Low	3 hr	Decrease	A7981
Inclusion.body..intracytoplasmic	Inclusion body, intracytoplasmic	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16475
R-RNO-1250342	PI3K events in ERBB4 signaling	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0133451957295374	0.09730871886121	NA	NA	NA	NA	NA	NA	A2148
TBIL.mg.dL.	total bilirubin	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A17247
cyclosporine_A	cyclosporine_A	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cyclosporine_A_High_4day_Repeat	High	4 day	Increase	A8828
ketoconazole	ketoconazole	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_ketoconazole_High_9hr_Single	High	9 hr	Increase	A10114
R-RNO-983189	Kinesins	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A36
methapyrilene	methapyrilene	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methapyrilene_Control_8day_Repeat	Control	8 day	Increase	A10381
R-RNO-912446	Meiotic recombination	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A7
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_High_6hr_Single	High	6 hr	Increase	A8699
R-RNO-193634	Axonal growth inhibition (RHOA activation)	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.00747545772857787	NA	NA	NA	NA	NA	NA	A648
ketoconazole	ketoconazole	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_ketoconazole_High_3hr_Single	High	3 hr	Increase	A10113
imipramine	imipramine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_imipramine_High_8day_Repeat	High	8 day	Increase	A9991
ethanol	ethanol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethanol_Low_29day_Repeat	Low	29 day	Decrease	A9276
thioacetamide	thioacetamide	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_thioacetamide_Control_29day_Repeat	Control	29 day	Decrease	A11853
Inclusion.body..intracytoplasmic	Inclusion body, intracytoplasmic	PT.s.	prothrombin time	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15663
AST.IU.L.	aspartate aminotransferase	PT.s.	prothrombin time	Single	pheno2pheno	0.0258007117437722	NA	NA	NA	NA	NA	NA	NA	A16383
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Middle_3hr_Single	Middle	3 hr	Increase	A8760
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Middle_24hr_Single	Middle	24 hr	Increase	A8749
LPS	LPS	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_LPS_Middle_3hr_Single	Middle	3 hr	Increase	A10264
danazol	danazol	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_danazol_High_24hr_Single	High	24 hr	Increase	A8845
methimazole	methimazole	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methimazole_High_29day_Repeat	High	29 day	Increase	A10441
methylene_dianiline	methylene_dianiline	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_Middle_8day_Repeat	Middle	8 day	Decrease	A10643
R-RNO-1237044	Erythrocytes take up carbon dioxide and release oxygen	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00444839857651246	0.00871948095589613	NA	NA	NA	NA	NA	NA	A2048
LPS	LPS	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_LPS_High_6hr_Single	High	6 hr	Increase	A10229
R-RNO-2565942	Regulation of PLK1 Activity at G2/M Transition	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A39
cycloheximide	cycloheximide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Middle_9hr_Single	Middle	9 hr	Increase	A8782
IP.mg.dL.	inorganic phosphorus	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A16790
Cl.meq.L.	chlorine	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A17106
monocrotaline	monocrotaline	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_monocrotaline_High_8day_Repeat	High	8 day	Increase	A10705
Necrosis	Necrosis	PT.s.	prothrombin time	Single	pheno2pheno	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A16158
chlorpromazine	chlorpromazine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Decrease	A8417
Edema	Edema	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16673
colchicine	colchicine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_colchicine_High_15day_Repeat	High	15 day	Decrease	A8575
nitrosodiethylamine	nitrosodiethylamine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nitrosodiethylamine_High_15day_Repeat	High	15 day	Increase	A11033
Alteration..nuclear	Alteration, nuclear	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A16696
tiopronin	tiopronin	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_tiopronin_High_6hr_Single	High	6 hr	Increase	A11933
dexamethasone	dexamethasone	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_dexamethasone_Low_9hr_Single	Low	9 hr	Decrease	A9012
Ground.glass.appearance	Ground glass appearance	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16968
Cellular.infiltration..mononuclear.cell	Cellular infiltration, mononuclear cell	PT.s.	prothrombin time	Single	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A15830
captopril	captopril	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_captopril_High_8day_Repeat	High	8 day	Decrease	A8236
ciprofloxacin	ciprofloxacin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Middle_29day_Repeat	Middle	29 day	Decrease	A8482
R-RNO-198745	Signalling to STAT3	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.00653476016239788	NA	NA	NA	NA	NA	NA	A668
danazol	danazol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_danazol_High_29day_Repeat	High	29 day	Increase	A8846
R-RNO-2514853	Condensation of Prometaphase Chromosomes	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00177935943060498	0.00653476016239788	NA	NA	NA	NA	NA	NA	A1601
lomustine	lomustine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_lomustine_Control_3hr_Single	Control	3 hr	Decrease	A10143
vitamin_A	vitamin_A	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_High_15day_Repeat	High	15 day	Increase	A11985
tiopronin	tiopronin	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_tiopronin_High_9hr_Single	High	9 hr	Increase	A11935
ethanol	ethanol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethanol_Control_29day_Repeat	Control	29 day	Decrease	A9267
R-RNO-1963642	PI3K events in ERBB2 signaling	PT.s.	prothrombin time	Single	pheno2reactome	0.0133451957295374	0.09730871886121	NA	NA	NA	NA	NA	NA	A1262
colchicine	colchicine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_colchicine_Control_24hr_Single	Control	24 hr	Decrease	A8572
ciprofloxacin	ciprofloxacin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_15day_Repeat	High	15 day	Decrease	A8470
ethanol	ethanol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethanol_Control_4day_Repeat	Control	4 day	Decrease	A9268
R-RNO-399719	Trafficking of AMPA receptors	PT.s.	prothrombin time	Single	pheno2reactome	0.0097864768683274	0.025913117514254	NA	NA	NA	NA	NA	NA	A1310
simvastatin	simvastatin	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_simvastatin_Control_3hr_Single	Control	3 hr	Decrease	A11610
buthionine_sulfoximine	buthionine_sulfoximine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_buthionine_sulfoximine_High_9hr_Single	High	9 hr	Decrease	A8167
Change..eosinophilic	Change, eosinophilic	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A17294
R-RNO-1482883	Acyl chain remodeling of DAG and TAG	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00533807829181495	0.0174654182063753	NA	NA	NA	NA	NA	NA	A1983
ciprofloxacin	ciprofloxacin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Middle_15day_Repeat	Middle	15 day	Decrease	A8481
acetazolamide	acetazolamide	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Low_3hr_Single	Low	3 hr	Increase	A7698
R-RNO-1247673	Erythrocytes take up oxygen and release carbon dioxide	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00444839857651246	0.00871948095589613	NA	NA	NA	NA	NA	NA	A2049
terbinafine	terbinafine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_terbinafine_High_8day_Repeat	High	8 day	Increase	A11797
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	PT.s.	prothrombin time	Single	pheno2reactome	0.0097864768683274	0.201026161047973	NA	NA	NA	NA	NA	NA	A937
R-RNO-1236394	Signaling by ERBB4	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0133451957295374	0.0945854739264974	NA	NA	NA	NA	NA	NA	A2174
R-RNO-1251985	Nuclear signaling by ERBB4	PT.s.	prothrombin time	Repeat	pheno2reactome	0.0133451957295374	0.103235781366173	NA	NA	NA	NA	NA	NA	A2126
thioacetamide	thioacetamide	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_thioacetamide_Low_29day_Repeat	Low	29 day	Decrease	A11883
R-RNO-1358803	Downregulation of ERBB2:ERBB3 signaling	PT.s.	prothrombin time	Single	pheno2reactome	0.0115658362989324	0.0727436027791899	NA	NA	NA	NA	NA	NA	A1197
R-RNO-1250342	PI3K events in ERBB4 signaling	PT.s.	prothrombin time	Single	pheno2reactome	0.0133451957295374	0.09730871886121	NA	NA	NA	NA	NA	NA	A1251
cephalothin	cephalothin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Middle_8day_Repeat	Middle	8 day	Increase	A8325
GTP.IU.L.	g-glutamyltranspeptidase	PT.s.	prothrombin time	Repeat	pheno2pheno	0.0133451957295374	NA	NA	NA	NA	NA	NA	NA	A17235
R-RNO-68877	Mitotic Prometaphase	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A33
dexamethasone	dexamethasone	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_dexamethasone_High_24hr_Single	High	24 hr	Decrease	A8967
Change..acidophilic	Change, acidophilic	PT.s.	prothrombin time	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16870
