V1	V2	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
carboplatin	WBC.x10_2.uL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_High_8day_Repeat	High	8 day	Decrease	A8301
carboplatin	LIVER.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_High_8day_Repeat	High	8 day	Decrease	A8302
carboplatin	Ret...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_High_8day_Repeat	High	8 day	Decrease	A8303
carboplatin	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_High_9hr_Single	High	9 hr	Increase	A8304
carboplatin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Low_9hr_Single	Low	9 hr	Decrease	A8305
carboplatin	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Low_9hr_Single	Low	9 hr	Increase	A8306
carboplatin	Neu...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_24hr_Single	Middle	24 hr	Decrease	A8307
carboplatin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_24hr_Single	Middle	24 hr	Decrease	A8308
carboplatin	Lym...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_24hr_Single	Middle	24 hr	Increase	A8309
carboplatin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_3hr_Single	Middle	3 hr	Decrease	A8310
carboplatin	MCH.pg.	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_9hr_Single	Middle	9 hr	Decrease	A8311
carboplatin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_carboplatin_Middle_9hr_Single	Middle	9 hr	Decrease	A8312
cephalothin	MCHC...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Control_15day_Repeat	Control	15 day	Increase	A8313
cephalothin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Control_3hr_Single	Control	3 hr	Decrease	A8314
cephalothin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Control_8day_Repeat	Control	8 day	Increase	A8315
cephalothin	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_High_24hr_Single	High	24 hr	Decrease	A8316
cephalothin	MCHC...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_High_29day_Repeat	High	29 day	Increase	A8317
cephalothin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_High_3hr_Single	High	3 hr	Decrease	A8318
cephalothin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_High_9hr_Single	High	9 hr	Decrease	A8319
cephalothin	Lym...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Low_15day_Repeat	Low	15 day	Increase	A8320
cephalothin	IP.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Low_4day_Repeat	Low	4 day	Decrease	A8321
cephalothin	Ret...	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Low_6hr_Single	Low	6 hr	Decrease	A8322
cephalothin	Lym...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Middle_15day_Repeat	Middle	15 day	Increase	A8323
cephalothin	AST.IU.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Middle_3hr_Single	Middle	3 hr	Increase	A8324
cephalothin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cephalothin_Middle_8day_Repeat	Middle	8 day	Increase	A8325
chloramphenicol	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_24hr_Single	Control	24 hr	Increase	A8326
chloramphenicol	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_6hr_Single	Control	6 hr	Increase	A8327
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_6hr_Single	Control	6 hr	Decrease	A8328
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_6hr_Single	Control	6 hr	Increase	A8329
chloramphenicol	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_8day_Repeat	Control	8 day	Increase	A8330
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Control_9hr_Single	Control	9 hr	Decrease	A8331
chloramphenicol	MCHC...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_15day_Repeat	High	15 day	Decrease	A8332
chloramphenicol	Ht...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_24hr_Single	High	24 hr	Increase	A8333
chloramphenicol	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_24hr_Single	High	24 hr	Increase	A8334
chloramphenicol	RALB.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_4day_Repeat	High	4 day	Decrease	A8335
chloramphenicol	IP.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_4day_Repeat	High	4 day	Decrease	A8336
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_6hr_Single	High	6 hr	Decrease	A8337
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_6hr_Single	High	6 hr	Increase	A8338
chloramphenicol	Ht...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_High_6hr_Single	High	6 hr	Increase	A8339
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Low_6hr_Single	Low	6 hr	Increase	A8340
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Low_6hr_Single	Low	6 hr	Decrease	A8341
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Low_9hr_Single	Low	9 hr	Decrease	A8342
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Low_9hr_Single	Low	9 hr	Increase	A8343
chloramphenicol	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Low_9hr_Single	Low	9 hr	Increase	A8344
chloramphenicol	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_15day_Repeat	Middle	15 day	Decrease	A8345
chloramphenicol	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_24hr_Single	Middle	24 hr	Increase	A8346
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_24hr_Single	Middle	24 hr	Increase	A8347
chloramphenicol	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_4day_Repeat	Middle	4 day	Increase	A8348
chloramphenicol	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_6hr_Single	Middle	6 hr	Increase	A8349
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_6hr_Single	Middle	6 hr	Decrease	A8350
chloramphenicol	Na.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_8day_Repeat	Middle	8 day	Increase	A8351
chloramphenicol	MCHC...	Single	pheno2chem	NA	NA	NA	NA	Liver_chloramphenicol_Middle_9hr_Single	Middle	9 hr	Decrease	A8352
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_15day_Repeat	High	15 day	Increase	A8353
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_29day_Repeat	High	29 day	Increase	A8354
chlormadinone	RBC.x10_4.ul.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_29day_Repeat	High	29 day	Increase	A8355
chlormadinone	PL.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_29day_Repeat	High	29 day	Increase	A8356
chlormadinone	MCH.pg.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_3hr_Single	High	3 hr	Decrease	A8357
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_4day_Repeat	High	4 day	Increase	A8358
chlormadinone	RBC.x10_4.ul.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_8day_Repeat	High	8 day	Increase	A8359
chlormadinone	Hb.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_8day_Repeat	High	8 day	Increase	A8360
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_High_8day_Repeat	High	8 day	Increase	A8361
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Low_4day_Repeat	Low	4 day	Increase	A8362
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Low_8day_Repeat	Low	8 day	Increase	A8363
chlormadinone	TG.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Middle_4day_Repeat	Middle	4 day	Increase	A8364
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Middle_4day_Repeat	Middle	4 day	Increase	A8365
chlormadinone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Middle_8day_Repeat	Middle	8 day	Increase	A8366
chlormadinone	LIVER.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormadinone_Middle_9hr_Single	Middle	9 hr	Increase	A8367
chlormezanone	ALP.IU.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Control_9hr_Single	Control	9 hr	Increase	A8368
chlormezanone	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Control_9hr_Single	Control	9 hr	Increase	A8369
chlormezanone	TG.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_24hr_Single	High	24 hr	Increase	A8370
chlormezanone	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_29day_Repeat	High	29 day	Increase	A8371
chlormezanone	WBC.x10_2.uL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_3hr_Single	High	3 hr	Decrease	A8372
chlormezanone	LDH.IU.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_3hr_Single	High	3 hr	Decrease	A8373
chlormezanone	WBC.x10_2.uL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_6hr_Single	High	6 hr	Decrease	A8374
chlormezanone	Ca.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_8day_Repeat	High	8 day	Increase	A8375
chlormezanone	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_9hr_Single	High	9 hr	Increase	A8376
chlormezanone	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_9hr_Single	High	9 hr	Increase	A8377
chlormezanone	WBC.x10_2.uL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_9hr_Single	High	9 hr	Decrease	A8378
chlormezanone	Cl.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_9hr_Single	High	9 hr	Decrease	A8379
chlormezanone	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Low_6hr_Single	Low	6 hr	Increase	A8380
chlormezanone	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Low_6hr_Single	Low	6 hr	Decrease	A8381
chlormezanone	IP.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Low_9hr_Single	Low	9 hr	Increase	A8382
chlormezanone	Fbg.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Low_9hr_Single	Low	9 hr	Increase	A8383
chlormezanone	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Low_9hr_Single	Low	9 hr	Decrease	A8384
chlormezanone	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_3hr_Single	Middle	3 hr	Increase	A8385
chlormezanone	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_6hr_Single	Middle	6 hr	Increase	A8386
chlormezanone	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_6hr_Single	Middle	6 hr	Increase	A8387
chlormezanone	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_9hr_Single	Middle	9 hr	Increase	A8388
chlormezanone	Ca.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_9hr_Single	Middle	9 hr	Increase	A8389
chlormezanone	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_Middle_9hr_Single	Middle	9 hr	Decrease	A8390
chlorpheniramine	MCHC...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpheniramine_Control_4day_Repeat	Control	4 day	Decrease	A8391
chlorpheniramine	Cl.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpheniramine_High_24hr_Single	High	24 hr	Increase	A8392
chlorpheniramine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpheniramine_Low_6hr_Single	Low	6 hr	Increase	A8393
chlorpheniramine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpheniramine_Middle_3hr_Single	Middle	3 hr	Increase	A8394
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_15day_Repeat	High	15 day	Increase	A8395
chlorpromazine	Hb.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_15day_Repeat	High	15 day	Increase	A8396
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_29day_Repeat	High	29 day	Increase	A8397
chlorpromazine	Na.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_29day_Repeat	High	29 day	Decrease	A8398
chlorpromazine	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_4day_Repeat	High	4 day	Decrease	A8399
chlorpromazine	RALB.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_4day_Repeat	High	4 day	Increase	A8400
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_4day_Repeat	High	4 day	Increase	A8401
chlorpromazine	Hb.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_8day_Repeat	High	8 day	Increase	A8402
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_8day_Repeat	High	8 day	Increase	A8403
chlorpromazine	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_8day_Repeat	High	8 day	Decrease	A8404
chlorpromazine	RBC.x10_4.ul.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_High_8day_Repeat	High	8 day	Increase	A8405
chlorpromazine	BUN.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_24hr_Single	Low	24 hr	Increase	A8406
chlorpromazine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_3hr_Single	Low	3 hr	Increase	A8407
chlorpromazine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_3hr_Single	Low	3 hr	Increase	A8408
chlorpromazine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_6hr_Single	Low	6 hr	Increase	A8409
chlorpromazine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_6hr_Single	Low	6 hr	Increase	A8410
chlorpromazine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Low_9hr_Single	Low	9 hr	Increase	A8411
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_15day_Repeat	Middle	15 day	Increase	A8412
chlorpromazine	IP.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Increase	A8413
chlorpromazine	TG.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Decrease	A8414
chlorpromazine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Increase	A8415
chlorpromazine	Plat.x10_4.uL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Increase	A8416
chlorpromazine	PT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_24hr_Single	Middle	24 hr	Decrease	A8417
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_29day_Repeat	Middle	29 day	Increase	A8418
chlorpromazine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_3hr_Single	Middle	3 hr	Increase	A8419
chlorpromazine	TP.g.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_4day_Repeat	Middle	4 day	Increase	A8420
chlorpromazine	Ht...	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_6hr_Single	Middle	6 hr	Decrease	A8421
chlorpromazine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_6hr_Single	Middle	6 hr	Increase	A8422
chlorpromazine	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_6hr_Single	Middle	6 hr	Increase	A8423
chlorpromazine	Ht...	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_8day_Repeat	Middle	8 day	Increase	A8424
chlorpromazine	RBC.x10_4.ul.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpromazine_Middle_8day_Repeat	Middle	8 day	Increase	A8425
chlorpropamide	MCV.fL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Control_24hr_Single	Control	24 hr	Increase	A8426
chlorpropamide	APTT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_15day_Repeat	High	15 day	Increase	A8427
chlorpropamide	K.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_15day_Repeat	High	15 day	Decrease	A8428
chlorpropamide	Cl.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_15day_Repeat	High	15 day	Increase	A8429
chlorpropamide	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_15day_Repeat	High	15 day	Decrease	A8430
chlorpropamide	K.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_29day_Repeat	High	29 day	Decrease	A8431
chlorpropamide	Hb.g.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_3hr_Single	High	3 hr	Increase	A8432
chlorpropamide	Ht...	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_3hr_Single	High	3 hr	Increase	A8433
chlorpropamide	RBC.x10_4.ul.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_3hr_Single	High	3 hr	Increase	A8434
chlorpropamide	TP.g.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_3hr_Single	High	3 hr	Increase	A8435
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_3hr_Single	High	3 hr	Decrease	A8436
chlorpropamide	LIVER.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_4day_Repeat	High	4 day	Decrease	A8437
chlorpropamide	TERMINAL_BW.g.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_4day_Repeat	High	4 day	Decrease	A8438
chlorpropamide	K.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_4day_Repeat	High	4 day	Decrease	A8439
chlorpropamide	Cl.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_4day_Repeat	High	4 day	Increase	A8440
chlorpropamide	Hb.g.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_6hr_Single	High	6 hr	Increase	A8441
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_6hr_Single	High	6 hr	Decrease	A8442
chlorpropamide	TP.g.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_6hr_Single	High	6 hr	Increase	A8443
chlorpropamide	Fbg.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_6hr_Single	High	6 hr	Increase	A8444
chlorpropamide	Ht...	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_6hr_Single	High	6 hr	Increase	A8445
chlorpropamide	K.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_8day_Repeat	High	8 day	Decrease	A8446
chlorpropamide	Cl.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_8day_Repeat	High	8 day	Increase	A8447
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_9hr_Single	High	9 hr	Decrease	A8448
chlorpropamide	Fbg.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_9hr_Single	High	9 hr	Increase	A8449
chlorpropamide	PT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_9hr_Single	High	9 hr	Increase	A8450
chlorpropamide	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Low_24hr_Single	Low	24 hr	Increase	A8451
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Low_3hr_Single	Low	3 hr	Decrease	A8452
chlorpropamide	K.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_29day_Repeat	Middle	29 day	Decrease	A8453
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_3hr_Single	Middle	3 hr	Decrease	A8454
chlorpropamide	Na.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_3hr_Single	Middle	3 hr	Increase	A8455
chlorpropamide	APTT.s.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_6hr_Single	Middle	6 hr	Increase	A8456
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_6hr_Single	Middle	6 hr	Decrease	A8457
chlorpropamide	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_Middle_9hr_Single	Middle	9 hr	Decrease	A8458
cimetidine	GLC.mg.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Control_24hr_Single	Control	24 hr	Increase	A8459
cimetidine	GLC.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_High_29day_Repeat	High	29 day	Increase	A8460
cimetidine	Cl.meq.L.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_High_29day_Repeat	High	29 day	Decrease	A8461
cimetidine	GLC.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Low_29day_Repeat	Low	29 day	Increase	A8462
cimetidine	GTP.IU.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Low_6hr_Single	Low	6 hr	Increase	A8463
cimetidine	GLC.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Low_8day_Repeat	Low	8 day	Increase	A8464
cimetidine	GLC.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Middle_29day_Repeat	Middle	29 day	Increase	A8465
cimetidine	GLC.mg.dL.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_Middle_8day_Repeat	Middle	8 day	Increase	A8466
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Control_15day_Repeat	Control	15 day	Decrease	A8467
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Control_29day_Repeat	Control	29 day	Decrease	A8468
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Control_3hr_Single	Control	3 hr	Decrease	A8469
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_15day_Repeat	High	15 day	Decrease	A8470
ciprofloxacin	TP.g.dL.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_24hr_Single	High	24 hr	Increase	A8471
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_29day_Repeat	High	29 day	Decrease	A8472
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_3hr_Single	High	3 hr	Decrease	A8473
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_6hr_Single	High	6 hr	Decrease	A8474
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_High_9hr_Single	High	9 hr	Decrease	A8475
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_15day_Repeat	Low	15 day	Decrease	A8476
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_29day_Repeat	Low	29 day	Decrease	A8477
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_6hr_Single	Low	6 hr	Decrease	A8478
ciprofloxacin	K.meq.L.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_6hr_Single	Low	6 hr	Increase	A8479
ciprofloxacin	TERMINAL_BW.g.	Single	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_9hr_Single	Low	9 hr	Decrease	A8480
ciprofloxacin	PT.s.	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Middle_15day_Repeat	Middle	15 day	Decrease	A8481
