NAME	BARCODE	TEST_TYPE	SINGLE_REPEAT_TYPE	ADMINISTRATION_ROUTE_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_LEVEL	CATEGORY	VALUE
8911	LABETALOL	3017010005	in vivo	Repeat	Gavage	15 day	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8912	LABETALOL	3017010015	in vivo	Repeat	Gavage	29 day	150	Middle	MECHANISM	Reduce vasoconstriction
8913	LABETALOL	3017010015	in vivo	Repeat	Gavage	29 day	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8914	LABETALOL	3017004007	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Reduce vasoconstriction
8915	LABETALOL	3017004007	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8916	LABETALOL	3017004008	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Reduce vasoconstriction
8917	LABETALOL	3017004008	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8918	LABETALOL	3017009015	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Reduce vasoconstriction
8919	LABETALOL	3017009015	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8920	LABETALOL	3017026004	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Reduce vasoconstriction
8921	LABETALOL	3017026004	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8922	LABETALOL	3017010001	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Reduce vasoconstriction
8923	LABETALOL	3017010001	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8924	LABETALOL	3017010014	in vivo	Repeat	Gavage	29 day	45	Low	MECHANISM	Reduce vasoconstriction
8925	LABETALOL	3017010014	in vivo	Repeat	Gavage	29 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8926	LABETALOL	3017010012	in vivo	Repeat	Gavage	29 day	45	Low	MECHANISM	Reduce vasoconstriction
8927	LABETALOL	3017010012	in vivo	Repeat	Gavage	29 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8928	LABETALOL	3017003023	in vivo	Single	Gavage	6 hr	450	High	MECHANISM	Reduce vasoconstriction
8929	LABETALOL	3017003023	in vivo	Single	Gavage	6 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8930	LABETALOL	3017003021	in vivo	Single	Gavage	6 hr	450	High	MECHANISM	Reduce vasoconstriction
8931	LABETALOL	3017003021	in vivo	Single	Gavage	6 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8932	LABETALOL	3017002030	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Reduce vasoconstriction
8933	LABETALOL	3017002030	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8934	LABETALOL	3017010011	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Reduce vasoconstriction
8935	LABETALOL	3017010011	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8936	LABETALOL	3017004029	in vivo	Single	Gavage	24 hr	450	High	MECHANISM	Reduce vasoconstriction
8937	LABETALOL	3017004029	in vivo	Single	Gavage	24 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8938	LABETALOL	3017005001	in vivo	Single	Gavage	24 hr	450	High	MECHANISM	Reduce vasoconstriction
8939	LABETALOL	3017005001	in vivo	Single	Gavage	24 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8940	LABETALOL	3017004026	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Reduce vasoconstriction
8941	LABETALOL	3017004026	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8942	LABETALOL	3017009014	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Reduce vasoconstriction
8943	LABETALOL	3017009014	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Modulate G-protein coupled signal transduction
8944	LABETALOL	3017004024	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Reduce vasoconstriction
8945	LABETALOL	3017004024	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8946	LABETALOL	3017010017	in vivo	Repeat	Gavage	29 day	150	Middle	MECHANISM	Reduce vasoconstriction
8947	LABETALOL	3017010017	in vivo	Repeat	Gavage	29 day	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8948	LABETALOL	3017009011	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Reduce vasoconstriction
8949	LABETALOL	3017009011	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8950	LABETALOL	3017010002	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Reduce vasoconstriction
8951	LABETALOL	3017010002	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8952	LABETALOL	3017009013	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Reduce vasoconstriction
8953	LABETALOL	3017009013	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8954	LABETALOL	3017003011	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Reduce vasoconstriction
8955	LABETALOL	3017003011	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8956	LABETALOL	3017009006	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Reduce vasoconstriction
8957	LABETALOL	3017009006	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8958	LABETALOL	3017010004	in vivo	Repeat	Gavage	15 day	150	Middle	MECHANISM	Reduce vasoconstriction
8959	LABETALOL	3017010004	in vivo	Repeat	Gavage	15 day	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8960	LABETALOL	3017004023	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Reduce vasoconstriction
8961	LABETALOL	3017004023	in vivo	Single	Gavage	24 hr	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8962	LABETALOL	3017009005	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Reduce vasoconstriction
8963	LABETALOL	3017009005	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8964	LABETALOL	3017009019	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Reduce vasoconstriction
8965	LABETALOL	3017009019	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8966	LABETALOL	3017037011	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Reduce vasoconstriction
8967	LABETALOL	3017037011	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8968	LABETALOL	3017009030	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Reduce vasoconstriction
8969	LABETALOL	3017009030	in vivo	Repeat	Gavage	15 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8970	LABETALOL	3017009017	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Reduce vasoconstriction
8971	LABETALOL	3017009017	in vivo	Repeat	Gavage	8 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8972	LABETALOL	3017003010	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Reduce vasoconstriction
8973	LABETALOL	3017003010	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8974	LABETALOL	3017010003	in vivo	Repeat	Gavage	15 day	150	Middle	MECHANISM	Reduce vasoconstriction
8975	LABETALOL	3017010003	in vivo	Repeat	Gavage	15 day	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8976	LABETALOL	3017004015	in vivo	Single	Gavage	9 hr	150	Middle	MECHANISM	Reduce vasoconstriction
8977	LABETALOL	3017004015	in vivo	Single	Gavage	9 hr	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8978	LABETALOL	3017009012	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Reduce vasoconstriction
8979	LABETALOL	3017009012	in vivo	Repeat	Gavage	4 day	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8980	LABETALOL	3017004025	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Reduce vasoconstriction
8981	LABETALOL	3017004025	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8982	LABETALOL	3017004027	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Reduce vasoconstriction
8983	LABETALOL	3017004027	in vivo	Single	Gavage	24 hr	150	Middle	MECHANISM	Modulate G-protein coupled signal transduction
8984	LABETALOL	3017009007	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Reduce vasoconstriction
8985	LABETALOL	3017009007	in vivo	Repeat	Gavage	4 day	45	Low	MECHANISM	Modulate G-protein coupled signal transduction
8986	LABETALOL	3017003009	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Reduce vasoconstriction
8987	LABETALOL	3017003009	in vivo	Single	Gavage	3 hr	450	High	MECHANISM	Modulate G-protein coupled signal transduction
8988	LOMUSTINE	3017105017	in vivo	Repeat	Gavage	29 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
8989	LOMUSTINE	3017096005	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
8990	LOMUSTINE	3017096001	in vivo	Single	Gavage	9 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
8991	LOMUSTINE	3017105004	in vivo	Repeat	Gavage	15 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
8992	LOMUSTINE	3017104029	in vivo	Repeat	Gavage	15 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
8993	LOMUSTINE	3017100016	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
8994	LOMUSTINE	3017095030	in vivo	Single	Gavage	9 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
8995	LOMUSTINE	3017105003	in vivo	Repeat	Gavage	15 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
8996	LOMUSTINE	3017100015	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
8997	LOMUSTINE	3017104019	in vivo	Repeat	Gavage	8 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
8998	LOMUSTINE	3017104016	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
8999	LOMUSTINE	3017096003	in vivo	Single	Gavage	9 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9000	LOMUSTINE	3017122010	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9001	LOMUSTINE	3017075009	in vivo	Single	Gavage	24 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9002	LOMUSTINE	3017096009	in vivo	Single	Gavage	24 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9003	LOMUSTINE	3017100002	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9004	LOMUSTINE	3017075001	in vivo	Single	Gavage	9 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9005	LOMUSTINE	3017105012	in vivo	Repeat	Gavage	29 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9006	LOMUSTINE	3017104002	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9007	LOMUSTINE	3017095029	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9008	LOMUSTINE	3017122009	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9009	LOMUSTINE	3017104014	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9010	LOMUSTINE	3017075002	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9011	LOMUSTINE	3017104018	in vivo	Repeat	Gavage	8 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9012	LOMUSTINE	3017105007	in vivo	Repeat	Gavage	15 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9013	LOMUSTINE	3017104022	in vivo	Repeat	Gavage	8 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9014	LOMUSTINE	3017104026	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9015	LOMUSTINE	3017104027	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9016	LOMUSTINE	3017096010	in vivo	Single	Gavage	24 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9017	LOMUSTINE	3017105011	in vivo	Repeat	Gavage	29 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9018	LOMUSTINE	3017100003	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9019	LOMUSTINE	3017100004	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9020	LOMUSTINE	3017104003	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9021	LOMUSTINE	3017104004	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9022	LOMUSTINE	3017104025	in vivo	Repeat	Gavage	8 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9023	LOMUSTINE	3017104015	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9024	LOMUSTINE	3017105006	in vivo	Repeat	Gavage	15 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9025	LOMUSTINE	3017100019	in vivo	Single	Gavage	6 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9026	LOMUSTINE	3017074030	in vivo	Single	Gavage	9 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9027	LOMUSTINE	3017096004	in vivo	Single	Gavage	9 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9028	LOMUSTINE	3017122011	in vivo	Single	Gavage	9 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9029	LOMUSTINE	3017104028	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9030	LOMUSTINE	3017100011	in vivo	Single	Gavage	3 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9031	LOMUSTINE	3017096007	in vivo	Single	Gavage	24 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9032	LOMUSTINE	3017096008	in vivo	Single	Gavage	24 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9033	LOMUSTINE	3017100014	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9034	LOMUSTINE	3017104024	in vivo	Repeat	Gavage	8 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9035	LOMUSTINE	3017104006	in vivo	Repeat	Gavage	4 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9036	LOMUSTINE	3017105005	in vivo	Repeat	Gavage	15 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9037	LOMUSTINE	3017104017	in vivo	Repeat	Gavage	8 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9038	LOMUSTINE	3017096002	in vivo	Single	Gavage	9 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9039	LOMUSTINE	3017122007	in vivo	Single	Gavage	6 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9040	LOMUSTINE	3017104021	in vivo	Repeat	Gavage	8 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9041	LOMUSTINE	3017105018	in vivo	Repeat	Gavage	29 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9042	LOMUSTINE	3017105019	in vivo	Repeat	Gavage	29 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9043	LOMUSTINE	3017096011	in vivo	Single	Gavage	24 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9044	LOMUSTINE	3017105014	in vivo	Repeat	Gavage	29 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9045	LOMUSTINE	3017105015	in vivo	Repeat	Gavage	29 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9046	LOMUSTINE	3017105016	in vivo	Repeat	Gavage	29 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9047	LOMUSTINE	3017104011	in vivo	Repeat	Gavage	4 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9048	LOMUSTINE	3017104012	in vivo	Repeat	Gavage	4 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9049	LOMUSTINE	3017104007	in vivo	Repeat	Gavage	4 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9050	LOMUSTINE	3017104023	in vivo	Repeat	Gavage	8 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9051	LOMUSTINE	3017074029	in vivo	Single	Gavage	9 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9052	LOMUSTINE	3017104010	in vivo	Repeat	Gavage	4 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9053	LOMUSTINE	3017104020	in vivo	Repeat	Gavage	8 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9054	LOMUSTINE	3017105002	in vivo	Repeat	Gavage	15 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9055	LOMUSTINE	3017100005	in vivo	Single	Gavage	3 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9056	LOMUSTINE	3017104030	in vivo	Repeat	Gavage	15 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9057	LOMUSTINE	3017105008	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9058	LOMUSTINE	3017096006	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9059	LOMUSTINE	3017100017	in vivo	Single	Gavage	6 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9060	LOMUSTINE	3017100006	in vivo	Single	Gavage	3 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9061	LOMUSTINE	3017100007	in vivo	Single	Gavage	3 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9062	LOMUSTINE	3017104013	in vivo	Repeat	Gavage	4 day	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9063	LOMUSTINE	3017075005	in vivo	Single	Gavage	24 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9064	LOMUSTINE	3017100018	in vivo	Single	Gavage	6 hr	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9065	LOMUSTINE	3017100010	in vivo	Single	Gavage	3 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9066	LOMUSTINE	3017105001	in vivo	Repeat	Gavage	15 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9067	LOMUSTINE	3017104005	in vivo	Repeat	Gavage	4 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9068	LOMUSTINE	3017100020	in vivo	Single	Gavage	6 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9069	LOMUSTINE	3017075012	in vivo	Single	Gavage	24 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9070	LOMUSTINE	3017100009	in vivo	Single	Gavage	3 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9071	LOMUSTINE	3017100013	in vivo	Single	Gavage	3 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9072	LOMUSTINE	3017096012	in vivo	Single	Gavage	24 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9073	LOMUSTINE	3017100008	in vivo	Single	Gavage	3 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9074	LOMUSTINE	3017100012	in vivo	Single	Gavage	3 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9075	LOMUSTINE	3017104009	in vivo	Repeat	Gavage	4 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9076	LOMUSTINE	3017100023	in vivo	Single	Gavage	6 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9077	LOMUSTINE	3017122006	in vivo	Single	Gavage	6 hr	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9078	LOMUSTINE	3017122008	in vivo	Single	Gavage	6 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9079	LOMUSTINE	3017105010	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9080	LOMUSTINE	3017100025	in vivo	Single	Gavage	6 hr	6	High	MECHANISM	Inhibit DNA synthesis, repair, and function
9081	LOMUSTINE	3017104008	in vivo	Repeat	Gavage	4 day	2	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
9082	LOMUSTINE	3017216017	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
9083	LOMUSTINE	3017216018	in vivo	Repeat	Gavage	29 day	0.6	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
9084	LORNOXICAM	3017448001	in vivo	Single	Gavage	6 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9085	LORNOXICAM	3017447030	in vivo	Single	Gavage	6 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9086	LORNOXICAM	3017447027	in vivo	Single	Gavage	6 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9087	LORNOXICAM	3017448004	in vivo	Single	Gavage	6 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9088	LORNOXICAM	3017498010	in vivo	Single	Gavage	24 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9089	LORNOXICAM	3017430027	in vivo	Repeat	Gavage	4 day	1	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9090	LORNOXICAM	3017447015	in vivo	Single	Gavage	3 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9091	LORNOXICAM	3017430029	in vivo	Repeat	Gavage	4 day	1	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9092	LORNOXICAM	3017440021	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9093	LORNOXICAM	3017498003	in vivo	Single	Gavage	9 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9094	LORNOXICAM	3017447026	in vivo	Single	Gavage	6 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9095	LORNOXICAM	3017447016	in vivo	Single	Gavage	3 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9096	LORNOXICAM	3017447014	in vivo	Single	Gavage	3 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9097	LORNOXICAM	3017448003	in vivo	Single	Gavage	6 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9098	LORNOXICAM	3017498001	in vivo	Single	Gavage	9 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9099	LORNOXICAM	3017430028	in vivo	Repeat	Gavage	4 day	1	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9100	LORNOXICAM	3017430021	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9101	LORNOXICAM	3017498002	in vivo	Single	Gavage	9 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9102	LORNOXICAM	3017430030	in vivo	Repeat	Gavage	4 day	3	High	MECHANISM	Inhibit eicosanoid biosynthesis
9103	LORNOXICAM	3017498016	in vivo	Single	Gavage	24 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9104	LORNOXICAM	3017498009	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9105	LORNOXICAM	3017448002	in vivo	Single	Gavage	6 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9106	LORNOXICAM	3017498006	in vivo	Single	Gavage	9 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9107	LORNOXICAM	3017498008	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9108	LORNOXICAM	3017440020	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9109	LORNOXICAM	3017431006	in vivo	Repeat	Gavage	8 day	0.3	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9110	LORNOXICAM	3017498007	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9111	LORNOXICAM	3017497030	in vivo	Single	Gavage	9 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9112	LORNOXICAM	3017497029	in vivo	Single	Gavage	9 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9113	LORNOXICAM	3017447022	in vivo	Single	Gavage	3 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9114	LORNOXICAM	3017447028	in vivo	Single	Gavage	6 hr	1	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9115	LORNOXICAM	3017431005	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9116	LORNOXICAM	3017498017	in vivo	Single	Gavage	24 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9117	LORNOXICAM	3017440019	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9118	LORNOXICAM	3017497027	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit eicosanoid biosynthesis
9119	LORNOXICAM	3017447029	in vivo	Single	Gavage	6 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9120	LORNOXICAM	3017440024	in vivo	Repeat	Gavage	29 day	0.3	Low	MECHANISM	Inhibit eicosanoid biosynthesis
9121	LORNOXICAM	3017431011	in vivo	Repeat	Gavage	8 day	1	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9122	LORNOXICAM	3017498013	in vivo	Single	Gavage	24 hr	3	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9123	LORNOXICAM	3017498004	in vivo	Single	Gavage	9 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9124	LORNOXICAM	3017431009	in vivo	Repeat	Gavage	8 day	1	Middle	MECHANISM	Inhibit eicosanoid biosynthesis
9125	LORNOXICAM	3017447020	in vivo	Single	Gavage	3 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
9126	LORNOXICAM	3017498018	in vivo	Single	Gavage	24 hr	10	High	MECHANISM	Inhibit eicosanoid biosynthesis
