Label	CLID	CLSZ	NumAnn	Size	SampleMatch	Phyper	Padj	SampleKeys	Name
R-RNO-210747	Liver_nimesulide_Low_24hr_Single	7	3185	2	2	0.00236255059827937	0.0141753035896762	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ketoconazole_Middle_8day_Repeat	7	3281	2	2	0.00250714064065333	0.00250714064065333	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nitrofurantoin_Middle_24hr_Single	15	5321	2	2	0.00659482861934524	0.0197844858580357	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_amiodarone_Low_9hr_Single	3	2043	2	2	0.000971902562380729	0.000971902562380729	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chlorpheniramine_High_6hr_Single	9	4596	2	2	0.00491998930246154	0.00491998930246154	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_Middle_24hr_Single	12	4273	2	2	0.00425268053709923	0.0255160832225954	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_hydroxyzine_Middle_29day_Repeat	15	6174	2	2	0.00887894825203178	0.0177578965040636	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_papaverine_High_6hr_Single	8	3835	2	2	0.00342543790787087	0.00342543790787087	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_imipramine_Middle_9hr_Single	6	4071	2	2	0.00386006070248939	0.00386006070248939	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_disopyramide_High_8day_Repeat	7	4843	2	2	0.00546308398298745	0.00546308398298745	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nicotinic_acid_Middle_29day_Repeat	7	3238	2	2	0.00244184541389334	0.00244184541389334	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_haloperidol_High_3hr_Single	13	4855	2	2	0.00549019321811701	0.00549019321811701	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_imipramine_High_3hr_Single	5	2421	2	2	0.00136492496787421	0.00272984993574843	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ketoconazole_Middle_3hr_Single	5	2629	2	2	0.00160958742240631	0.00160958742240631	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_disopyramide_High_9hr_Single	16	5346	2	2	0.00665694987288839	0.00665694987288839	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methyldopa_Low_15day_Repeat	9	4439	2	2	0.00458956014623473	0.00458956014623473	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ranitidine_High_9hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_buthionine_sulfoximine_High_9hr_Single	11	3996	2	2	0.00371912594782624	0.00371912594782624	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_benzbromarone_Middle_9hr_Single	11	5512	2	2	0.00707682151981574	0.00707682151981574	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_moxisylyte_High_3hr_Single	17	4228	2	2	0.00416356979462686	0.00416356979462686	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_danazol_High_9hr_Single	33	6833	2	2	0.0108757170746106	0.0435028682984425	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_amitriptyline_High_3hr_Single	7	4251	2	2	0.00420899740277761	0.00420899740277761	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_desmopressin_acetate_Low_8day_Repeat	4	2945	2	2	0.00201986213358097	0.00201986213358097	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_griseofulvin_Low_9hr_Single	3	2211	2	2	0.00113836003150352	0.00113836003150352	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_disopyramide_Low_9hr_Single	10	3982	2	2	0.00369310840665545	0.00369310840665545	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nicotinic_acid_High_24hr_Single	4	2370	2	2	0.0013080129070152	0.0013080129070152	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_mefenamic_acid_Middle_3hr_Single	8	4738	2	2	0.00522874020297976	0.00522874020297976	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_captopril_High_9hr_Single	8	2903	2	2	0.00196265094019037	0.00196265094019037	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_cyclophosphamide_Low_15day_Repeat	5	2501	2	2	0.00145664030668864	0.00873984184013183	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_metformin_Middle_24hr_Single	4	2672	2	2	0.00166268111707154	0.00166268111707154	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nifedipine_Low_4day_Repeat	5	3117	2	2	0.00226273072480056	0.00226273072480056	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_haloperidol_Middle_3hr_Single	5	2573	2	2	0.001541733727218	0.001541733727218	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chlormezanone_High_3hr_Single	10	3964	2	2	0.00365979147258755	0.00365979147258755	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ranitidine_Low_29day_Repeat	7	3061	2	2	0.00218214386166305	0.00218214386166305	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethanol_Low_3hr_Single	5	2167	2	2	0.00109349294739563	0.00109349294739563	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_gentamicin_Middle_4day_Repeat	5	2362	2	2	0.00129919548641104	0.00129919548641104	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_etoposide_Low_6hr_Single	4	2707	2	2	0.0017065329211384	0.0017065329211384	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_lomustine_Middle_6hr_Single	4	2592	2	2	0.00156459173926616	0.00156459173926616	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_colchicine_Middle_15day_Repeat	6	3864	2	2	0.00347744643171666	0.00347744643171666	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_disopyramide_Middle_8day_Repeat	3	1899	2	2	0.000839691574678684	0.000839691574678684	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methyldopa_High_6hr_Single	5	1885	2	2	0.000827353056658238	0.000827353056658238	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methimazole_Low_9hr_Single	9	3336	2	2	0.00259191349547906	0.00518382699095812	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_azathioprine_Low_9hr_Single	4	2701	2	2	0.00169897493236117	0.00169897493236117	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_cisplatin_Low_3hr_Single	3	1928	2	2	0.000865540446104247	0.000865540446104247	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_Low_9hr_Single	3	2043	2	2	0.000971902562380729	0.000971902562380729	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_triazolam_High_3hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_acetazolamide_High_6hr_Single	7	2115	2	2	0.00104163119418451	0.00312489358255352	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nitrofurazone_Low_3hr_Single	5	2869	2	2	0.00191693910954077	0.00191693910954077	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_hexachlorobenzene_High_3hr_Single	5	3316	2	2	0.00256092392433221	0.00256092392433221	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_gefitinib_Middle_6hr_Single	9	3058	2	2	0.00217786794383994	0.00653360383151982	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_diethyl_maleate_Middle_9hr_Single	12	4460	2	2	0.00463309231647499	0.00463309231647499	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_colchicine_Middle_6hr_Single	28	5713	2	2	0.00760240576471889	0.0228072172941567	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_bromoethylamine_Low_9hr_Single	5	2983	2	2	0.00207233286844131	0.00414466573688262	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_sulindac_Middle_6hr_Single	5	2351	2	2	0.00128712022365593	0.00128712022365593	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethionamide_Low_3hr_Single	28	5945	2	2	0.00823245342641839	0.0164649068528368	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_phenytoin_Middle_29day_Repeat	6	3119	2	2	0.00226563585148979	0.00226563585148979	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methyldopa_Middle_6hr_Single	6	2533	2	2	0.00149416140404714	0.00149416140404714	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_phenytoin_High_3hr_Single	6	3222	2	2	0.00241776943854677	0.00241776943854677	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_triazolam_Middle_3hr_Single	8	3586	2	2	0.00299500855995695	0.0179700513597417	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_propranolol_Middle_15day_Repeat	19	7728	2	2	0.0139115861133185	0.0139115861133185	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethionine_Low_6hr_Single	4	2678	2	2	0.00167015803254581	0.00167015803254581	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ciprofloxacin_High_15day_Repeat	5	2138	2	2	0.00106441465606902	0.00106441465606902	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methyldopa_Middle_9hr_Single	4	2552	2	2	0.00151666530281802	0.00151666530281802	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_terbinafine_Low_9hr_Single	6	3203	2	2	0.00238933414238153	0.00238933414238153	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_phenobarbital_Middle_9hr_Single	8	3407	2	2	0.00270343168744809	0.00811029506234426	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_Low_15day_Repeat	3	1928	2	2	0.000865540446104247	0.000865540446104247	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_lornoxicam_Middle_4day_Repeat	10	5784	2	2	0.0077925590033537	0.0077925590033537	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_pemoline_High_3hr_Single	6	2771	2	2	0.00178819517038637	0.00178819517038637	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_furosemide_High_8day_Repeat	13	4386	2	2	0.00448060694583335	0.0179224277833334	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nitrofurazone_Middle_3hr_Single	11	3706	2	2	0.00319883802611098	0.00319883802611098	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nicotinic_acid_High_6hr_Single	7	3372	2	2	0.00264816438957432	0.00264816438957432	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_doxorubicin_High_9hr_Single	20	5902	2	2	0.00811378401000248	0.0243413520300074	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_diltiazem_Low_9hr_Single	5	2513	2	2	0.00147065480557535	0.00147065480557535	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_mexiletine_Middle_4day_Repeat	11	4947	2	2	0.00570025973733631	0.00570025973733631	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_imipramine_Low_3hr_Single	3	2037	2	2	0.000966200872678065	0.000966200872678065	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethinylestradiol_Low_6hr_Single	7	2338	2	2	0.00127292214499126	0.00127292214499126	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_promethazine_High_8day_Repeat	12	6583	2	2	0.0100943964143056	0.0100943964143056	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_Low_6hr_Single	5	3008	2	2	0.00210722001533081	0.00210722001533081	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_quinidine_High_24hr_Single	5	2790	2	2	0.00181280604315703	0.00181280604315703	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_adapin_Low_6hr_Single	6	3528	2	2	0.00289889615930351	0.00289889615930351	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_bromobenzene_Low_3hr_Single	7	3132	2	2	0.00228456460397575	0.00228456460397575	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_phenobarbital_Middle_3hr_Single	7	2984	2	2	0.00207372276305461	0.00207372276305461	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_furosemide_Middle_8day_Repeat	7	3200	2	2	0.00238485973474774	0.00238485973474774	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_danazol_Low_9hr_Single	18	5956	2	2	0.00826294910273114	0.0330517964109246	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_propranolol_Low_15day_Repeat	7	3965	2	2	0.00366163845289165	0.00366163845289165	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ranitidine_High_24hr_Single	3	1845	2	2	0.000792603361632939	0.000792603361632939	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_dantrolene_Low_6hr_Single	5	2396	2	2	0.00133687546880579	0.00133687546880579	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_labetalol_High_4day_Repeat	4	2325	2	2	0.00125880280993694	0.00125880280993694	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_danazol_Low_6hr_Single	10	3663	2	2	0.00312502777284807	0.00312502777284807	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_High_4day_Repeat	16	5761	2	2	0.00773070286882999	0.0463842172129799	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chlorpropamide_Low_29day_Repeat	4	1605	2	2	0.00059976072584492	0.00059976072584492	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_puromycin_aminonucleoside_Middle_24hr_Single	8	2165	2	2	0.00109147496765368	0.00109147496765368	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_fluphenazine_Middle_6hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_fluoxetine_hydrochloride_High_4day_Repeat	11	5834	2	2	0.00792787919881792	0.00792787919881792	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_fluoxetine_hydrochloride_Middle_8day_Repeat	8	3138	2	2	0.00229332750977275	0.00229332750977275	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_acarbose_Low_29day_Repeat	6	2501	2	2	0.00145664030668864	0.00145664030668864	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_furosemide_Middle_9hr_Single	15	6722	2	2	0.0105252162187016	0.0105252162187016	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_enalapril_Middle_3hr_Single	4	2412	2	2	0.00135479360063595	0.00135479360063595	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_phenobarbital_Low_3hr_Single	9	4602	2	2	0.00493284501224222	0.00493284501224222	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nitrosodiethylamine_Low_29day_Repeat	14	5387	2	2	0.0067594591435204	0.0135189182870408	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_carbon_tetrachloride_Low_4day_Repeat	4	2701	2	2	0.00169897493236117	0.00169897493236117	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_theophylline_High_8day_Repeat	21	9084	2	2	0.0192222872321393	0.0384445744642786	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tolbutamide_Middle_4day_Repeat	3	1899	2	2	0.000839691574678684	0.000839691574678684	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_rosiglitazone_maleate_Low_9hr_Single	4	1692	2	2	0.000666565127480039	0.000666565127480039	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tunicamycin_High_9hr_Single	37	5639	2	2	0.00740671764237254	0.0370335882118627	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_enalapril_Low_6hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ketoconazole_High_6hr_Single	10	4510	2	2	0.00473756738173442	0.00473756738173442	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_promethazine_Middle_6hr_Single	18	6708	2	2	0.0104814165997493	0.0419256663989971	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_clomipramine_High_6hr_Single	5	2758	2	2	0.00177145306738759	0.00177145306738759	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_amiodarone_Middle_9hr_Single	4	2592	2	2	0.00156459173926616	0.00156459173926616	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_promethazine_Low_8day_Repeat	8	4397	2	2	0.00450311224241979	0.00450311224241979	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_vitamin_A_High_3hr_Single	6	2079	2	2	0.00100646495011989	0.00100646495011989	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_amitriptyline_Middle_15day_Repeat	7	3249	2	2	0.00245846683881474	0.00245846683881474	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ketoconazole_Middle_15day_Repeat	5	2448	2	2	0.00139554551571107	0.00139554551571107	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_captopril_High_4day_Repeat	6	3480	2	2	0.00282054020981284	0.00282054020981284	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_promethazine_Low_6hr_Single	11	4621	2	2	0.00497366542028018	0.00497366542028018	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chloramphenicol_Middle_24hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_rotenone_High_6hr_Single	8	3165	2	2	0.00233296816147116	0.00233296816147116	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_acarbose_Low_6hr_Single	8	3830	2	2	0.00341651052577534	0.00341651052577534	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_bromobenzene_Low_15day_Repeat	7	3899	2	2	0.00354073719095187	0.00354073719095187	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tannic_acid_Low_4day_Repeat	3	1636	2	2	0.000623160158456484	0.000623160158456484	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethionamide_Middle_3hr_Single	36	6228	2	2	0.00903495704978231	0.0361398281991293	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_disopyramide_Low_8day_Repeat	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tiopronin_Middle_9hr_Single	15	5933	2	2	0.00819924971541151	0.00819924971541151	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_gentamicin_High_4day_Repeat	11	4119	2	2	0.00395163439599289	0.00395163439599289	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_bortezomib_Low_9hr_Single	4	1557	2	2	0.000564412765756435	0.000564412765756435	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_flutamide_Middle_3hr_Single	4	2270	2	2	0.00119993846666768	0.00119993846666768	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_glibenclamide_High_3hr_Single	7	4761	2	2	0.00527963327000213	0.00527963327000213	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_flutamide_Low_6hr_Single	4	1869	2	2	0.000813363718451753	0.000813363718451753	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_thioridazine_Low_3hr_Single	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_terbinafine_Middle_24hr_Single	8	4747	2	2	0.00524862552725289	0.00524862552725289	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_moxisylyte_Low_3hr_Single	4	2144	2	2	0.00107039870451646	0.00107039870451646	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chlormezanone_High_29day_Repeat	17	7720	2	2	0.013882796703876	0.013882796703876	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_erythromycin_ethylsuccinate_Middle_24hr_Single	4	2157	2	2	0.0010834216862268	0.0010834216862268	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_gentamicin_High_8day_Repeat	7	3083	2	2	0.00221362872545957	0.00221362872545957	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tolbutamide_Low_24hr_Single	4	1990	2	2	0.000922117963103937	0.000922117963103937	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_hydroxyzine_High_29day_Repeat	27	8088	2	2	0.0152379733059776	0.0304759466119552	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_methyldopa_Low_8day_Repeat	14	5714	2	2	0.00760506767149925	0.00760506767149925	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_monocrotaline_High_9hr_Single	8	3339	2	2	0.00259657800603013	0.00259657800603013	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_haloperidol_Low_3hr_Single	8	3879	2	2	0.00350450115203905	0.0210270069122343	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_promethazine_High_6hr_Single	28	7057	2	2	0.0116005161305387	0.0464020645221546	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethinylestradiol_Middle_6hr_Single	17	4442	2	2	0.00459576644735751	0.0137872993420725	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_chlorpropamide_Middle_8day_Repeat	2	1264	2	2	0.000371919583860465	0.000371919583860465	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_amiodarone_High_3hr_Single	10	3159	2	2	0.00232412977363347	0.00232412977363347	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_triazolam_Low_3hr_Single	5	2900	2	2	0.00195859587722704	0.00195859587722704	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ethinylestradiol_Low_9hr_Single	20	5902	2	2	0.00811378401000248	0.0405689200500124	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_dantrolene_Low_24hr_Single	7	4319	2	2	0.00434474672762127	0.00434474672762127	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_vitamin_A_High_6hr_Single	12	3575	2	2	0.0029766599009318	0.0029766599009318	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nicotinic_acid_Low_24hr_Single	3	1928	2	2	0.000865540446104247	0.000865540446104247	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_bromobenzene_Low_4day_Repeat	3	1390	2	2	0.000449796082611247	0.000449796082611247	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_fenofibrate_Low_4day_Repeat	11	4326	2	2	0.00435884323168798	0.00871768646337596	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_sulindac_High_3hr_Single	5	2693	2	2	0.00168892370654881	0.00168892370654881	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_papaverine_High_15day_Repeat	12	4974	2	2	0.00576265822430048	0.00576265822430048	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_cisplatin_High_24hr_Single	13	5868	2	2	0.00802056229194406	0.00802056229194406	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_quinidine_High_6hr_Single	7	2797	2	2	0.00182191560721496	0.00182191560721496	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_tacrine_High_6hr_Single	4	1881	2	2	0.000823844539582072	0.000823844539582072	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_allopurinol_Middle_4day_Repeat	5	3352	2	2	0.0026168393426911	0.0026168393426911	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_benziodarone_Low_9hr_Single	5	2689	2	2	0.00168390927616718	0.00168390927616718	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_nitrofurazone_High_3hr_Single	10	3844	2	2	0.00344153654976977	0.00344153654976977	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_moxisylyte_Low_6hr_Single	3	1899	2	2	0.000839691574678684	0.000839691574678684	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_ranitidine_Low_3hr_Single	6	3849	2	2	0.00345049654756189	0.00345049654756189	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
R-RNO-210747	Liver_indomethacin_Middle_9hr_Single	4	2592	2	2	0.00156459173926616	0.00156459173926616	D3ZM89	Regulation of gene expression in early pancreatic precursor cells
