V1	V2	Type	UniProtID
C57749	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C57749	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C57749	ATG_AP_1_CIS_up	TCA2TCC	NA
C57749	ATG_CMV_CIS_up	TCA2TCC	NA
C57749	ATG_DR5_CIS_up	TCA2TCC	NA
C57749	ATG_EGR_CIS_up	TCA2TCC	NA
C57749	ATG_ERE_CIS_up	TCA2TCC	NA
C57749	ATG_ERa_TRANS_up	TCA2TCC	NA
C57749	ATG_FXR_TRANS_up	TCA2TCC	NA
C57749	ATG_GR_TRANS_up	TCA2TCC	NA
C57749	ATG_HSE_CIS_up	TCA2TCC	NA
C57749	ATG_MRE_CIS_up	TCA2TCC	NA
C57749	ATG_M_06_TRANS_up	TCA2TCC	NA
C57749	ATG_M_32_TRANS_up	TCA2TCC	NA
C57749	ATG_M_61_TRANS_up	TCA2TCC	NA
C57749	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C57749	ATG_PPARg_TRANS_up	TCA2TCC	NA
C57749	ATG_PPRE_CIS_up	TCA2TCC	NA
C57749	ATG_PXRE_CIS_up	TCA2TCC	NA
C57749	ATG_PXR_TRANS_up	TCA2TCC	NA
C57749	ATG_Pax6_CIS_up	TCA2TCC	NA
C57749	ATG_RARg_TRANS_up	TCA2TCC	NA
C57749	ATG_RXRa_TRANS_up	TCA2TCC	NA
C57749	ATG_RXRb_TRANS_up	TCA2TCC	NA
C57749	ATG_TA_CIS_up	TCA2TCC	NA
C57749	ATG_VDRE_CIS_up	TCA2TCC	NA
C57749	ATG_Xbp1_CIS_up	TCA2TCC	NA
C57749	BSK_3C_Eselectin_down	TCA2TCC	NA
C57749	BSK_3C_HLADR_down	TCA2TCC	NA
C57749	BSK_3C_ICAM1_down	TCA2TCC	NA
C57749	BSK_3C_IL8_down	TCA2TCC	NA
C57749	BSK_3C_MCP1_down	TCA2TCC	NA
C57749	BSK_3C_MIG_down	TCA2TCC	NA
C57749	BSK_3C_Proliferation_down	TCA2TCC	NA
C57749	BSK_3C_SRB_down	TCA2TCC	NA
C57749	BSK_3C_TissueFactor_down	TCA2TCC	NA
C57749	BSK_3C_VCAM1_down	TCA2TCC	NA
C57749	BSK_3C_Vis_down	TCA2TCC	NA
C57749	BSK_3C_uPAR_down	TCA2TCC	NA
C57749	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C57749	BSK_4H_MCP1_down	TCA2TCC	NA
C57749	BSK_4H_Pselectin_down	TCA2TCC	NA
C57749	BSK_4H_SRB_down	TCA2TCC	NA
C57749	BSK_4H_VCAM1_down	TCA2TCC	NA
C57749	BSK_4H_VEGFRII_down	TCA2TCC	NA
C57749	BSK_4H_uPAR_down	TCA2TCC	NA
C57749	BSK_BE3C_HLADR_down	TCA2TCC	NA
C57749	BSK_BE3C_IP10_down	TCA2TCC	NA
C57749	BSK_BE3C_MIG_down	TCA2TCC	NA
C57749	BSK_BE3C_MMP1_up	TCA2TCC	NA
C57749	BSK_BE3C_PAI1_down	TCA2TCC	NA
C57749	BSK_BE3C_TGFb1_down	TCA2TCC	NA
C57749	BSK_BE3C_tPA_down	TCA2TCC	NA
C57749	BSK_CASM3C_HLADR_down	TCA2TCC	NA
C57749	BSK_CASM3C_LDLR_up	TCA2TCC	NA
C57749	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C57749	BSK_CASM3C_SAA_down	TCA2TCC	NA
C57749	BSK_CASM3C_SRB_down	TCA2TCC	NA
C57749	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C57749	BSK_CASM3C_TissueFactor_down	TCA2TCC	NA
C57749	BSK_CASM3C_VCAM1_down	TCA2TCC	NA
C57749	BSK_KF3CT_IL1a_down	TCA2TCC	NA
C57749	BSK_KF3CT_IP10_down	TCA2TCC	NA
C57749	BSK_KF3CT_MCP1_down	TCA2TCC	NA
C57749	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C57749	BSK_KF3CT_SRB_down	TCA2TCC	NA
C57749	BSK_KF3CT_TGFb1_down	TCA2TCC	NA
C57749	BSK_KF3CT_TIMP2_down	TCA2TCC	NA
C57749	BSK_KF3CT_uPA_down	TCA2TCC	NA
C57749	BSK_LPS_CD40_down	TCA2TCC	NA
C57749	BSK_LPS_Eselectin_down	TCA2TCC	NA
C57749	BSK_LPS_IL1a_down	TCA2TCC	NA
C57749	BSK_LPS_IL8_down	TCA2TCC	NA
C57749	BSK_LPS_MCP1_down	TCA2TCC	NA
C57749	BSK_LPS_MCSF_down	TCA2TCC	NA
C57749	BSK_LPS_SRB_down	TCA2TCC	NA
C57749	BSK_LPS_TNFa_down	TCA2TCC	NA
C57749	BSK_LPS_TissueFactor_down	TCA2TCC	NA
C57749	BSK_LPS_VCAM1_down	TCA2TCC	NA
C57749	BSK_SAg_CD38_down	TCA2TCC	NA
C57749	BSK_SAg_CD40_down	TCA2TCC	NA
C57749	BSK_SAg_CD69_down	TCA2TCC	NA
C57749	BSK_SAg_Eselectin_down	TCA2TCC	NA
C57749	BSK_SAg_IL8_down	TCA2TCC	NA
C57749	BSK_SAg_MCP1_down	TCA2TCC	NA
C57749	BSK_SAg_MIG_down	TCA2TCC	NA
C57749	BSK_SAg_PBMCCytotoxicity_down	TCA2TCC	NA
C57749	BSK_SAg_Proliferation_down	TCA2TCC	NA
C57749	BSK_SAg_SRB_down	TCA2TCC	NA
C57749	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C57749	BSK_hDFCGF_IL8_down	TCA2TCC	NA
C57749	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C57749	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C57749	BSK_hDFCGF_MIG_down	TCA2TCC	NA
C57749	BSK_hDFCGF_MMP1_down	TCA2TCC	NA
C57749	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C57749	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C57749	BSK_hDFCGF_SRB_down	TCA2TCC	NA
C57749	BSK_hDFCGF_TIMP1_down	TCA2TCC	NA
C57749	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C57749	NVS_ADME_hCYP2B6	TCA2TCC	NA
C57749	NVS_ADME_hCYP2C19	TCA2TCC	NA
C57749	NVS_ENZ_hPTPN1_Activator	TCA2TCC	NA
C57749	NVS_ENZ_hPTPRF_Activator	TCA2TCC	NA
C57749	NVS_GPCR_hDRD2s	TCA2TCC	NA
C57749	NVS_NR_hGR	TCA2TCC	NA
C57749	OT_ER_ERbERb_0480	TCA2TCC	NA
C57749	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_AR_BLA_Agonist_ratio	TCA2TCC	NA
C57749	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C57749	Tox21_AR_BLA_Antagonist_viability	TCA2TCC	NA
C57749	Tox21_AR_LUC_MDAKB2_Antagonist	TCA2TCC	NA
C57749	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C57749	Tox21_ERa_BLA_Agonist_ratio	TCA2TCC	NA
C57749	Tox21_ERa_BLA_Antagonist_ratio	TCA2TCC	NA
C57749	Tox21_ERa_LUC_BG1_Antagonist	TCA2TCC	NA
C57749	Tox21_ESRE_BLA_ratio	TCA2TCC	NA
C57749	Tox21_ESRE_BLA_viability	TCA2TCC	NA
C57749	Tox21_FXR_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_FXR_BLA_agonist_viability	TCA2TCC	NA
C57749	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C57749	Tox21_FXR_BLA_antagonist_viability	TCA2TCC	NA
C57749	Tox21_GR_BLA_Agonist_ratio	TCA2TCC	NA
C57749	Tox21_GR_BLA_Antagonist_viability	TCA2TCC	NA
C57749	Tox21_HSE_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_HSE_BLA_agonist_viability	TCA2TCC	NA
C57749	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C57749	Tox21_NFkB_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_NFkB_BLA_agonist_viability	TCA2TCC	NA
C57749	Tox21_PPARd_BLA_Agonist_viability	TCA2TCC	NA
C57749	Tox21_PPARd_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_PPARg_BLA_antagonist_viability	TCA2TCC	NA
C57749	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C57749	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C57749	Tox21_VDR_BLA_agonist_ratio	TCA2TCC	NA
C57749	Tox21_VDR_BLA_antagonist_viability	TCA2TCC	NA
C57749	Tox21_p53_BLA_p1_ratio	TCA2TCC	NA
C57749	Tox21_p53_BLA_p1_viability	TCA2TCC	NA
C57749	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C57749	Tox21_p53_BLA_p2_viability	TCA2TCC	NA
C57749	Tox21_p53_BLA_p3_ratio	TCA2TCC	NA
C57749	Tox21_p53_BLA_p3_viability	TCA2TCC	NA
C57749	Tox21_p53_BLA_p4_ratio	TCA2TCC	NA
C57749	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C57749	Tox21_p53_BLA_p5_ratio	TCA2TCC	NA
C57749	Tox21_p53_BLA_p5_viability	TCA2TCC	NA
C57754855	ATG_NURR1_TRANS_up	TCA2TCC	NA
C57754855	BSK_3C_Vis_down	TCA2TCC	NA
C57754855	BSK_CASM3C_MCP1_down	TCA2TCC	NA
C57754855	BSK_CASM3C_uPAR_down	TCA2TCC	NA
C57754855	BSK_KF3CT_IL1a_up	TCA2TCC	NA
C57754855	BSK_KF3CT_IP10_down	TCA2TCC	NA
C57830	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C57830	APR_HepG2_CellCycleArrest_24h_dn	TCA2TCC	NA
C57830	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C57830	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C57830	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C57830	APR_HepG2_MicrotubuleCSK_24h_up	TCA2TCC	NA
C57830	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C57830	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C57830	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C57830	APR_HepG2_NuclearSize_72h_dn	TCA2TCC	NA
C57830	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C57830	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C57830	APR_HepG2_StressKinase_24h_up	TCA2TCC	NA
C57830	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C57830	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C57830	ATG_BRE_CIS_up	TCA2TCC	NA
C57830	ATG_EGR_CIS_up	TCA2TCC	NA
C57830	ATG_ERE_CIS_up	TCA2TCC	NA
C57830	ATG_ERa_TRANS_up	TCA2TCC	NA
C57830	ATG_MRE_CIS_up	TCA2TCC	NA
C57830	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C57830	ATG_PXRE_CIS_up	TCA2TCC	NA
C57830	ATG_PXR_TRANS_up	TCA2TCC	NA
C57830	ATG_RORE_CIS_up	TCA2TCC	NA
C57830	ATG_SREBP_CIS_up	TCA2TCC	NA
C57830	ATG_VDRE_CIS_up	TCA2TCC	NA
C57830	BSK_3C_Eselectin_down	TCA2TCC	NA
C57830	BSK_3C_HLADR_down	TCA2TCC	NA
C57830	BSK_3C_IL8_down	TCA2TCC	NA
C57830	BSK_3C_MCP1_down	TCA2TCC	NA
C57830	BSK_3C_Proliferation_down	TCA2TCC	NA
C57830	BSK_3C_SRB_down	TCA2TCC	NA
C57830	BSK_3C_TissueFactor_down	TCA2TCC	NA
C57830	BSK_3C_Vis_down	TCA2TCC	NA
C57830	BSK_3C_uPAR_down	TCA2TCC	NA
C57830	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C57830	BSK_4H_MCP1_down	TCA2TCC	NA
C57830	BSK_4H_Pselectin_down	TCA2TCC	NA
C57830	BSK_4H_VEGFRII_down	TCA2TCC	NA
C57830	BSK_4H_uPAR_down	TCA2TCC	NA
C57830	BSK_BE3C_MMP1_up	TCA2TCC	NA
C57830	BSK_BE3C_uPA_up	TCA2TCC	NA
C57830	BSK_CASM3C_HLADR_down	TCA2TCC	NA
C57830	BSK_CASM3C_MCP1_down	TCA2TCC	NA
C57830	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C57830	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C57830	BSK_LPS_CD40_down	TCA2TCC	NA
C57830	BSK_LPS_Eselectin_down	TCA2TCC	NA
C57830	BSK_LPS_IL1a_down	TCA2TCC	NA
C57830	BSK_LPS_IL8_down	TCA2TCC	NA
C57830	BSK_LPS_MCP1_down	TCA2TCC	NA
C57830	BSK_LPS_MCSF_down	TCA2TCC	NA
C57830	BSK_LPS_SRB_down	TCA2TCC	NA
C57830	BSK_SAg_CD38_down	TCA2TCC	NA
C57830	BSK_SAg_CD40_down	TCA2TCC	NA
C57830	BSK_SAg_CD69_down	TCA2TCC	NA
C57830	BSK_SAg_Eselectin_up	TCA2TCC	NA
C57830	BSK_SAg_IL8_down	TCA2TCC	NA
C57830	BSK_SAg_PBMCCytotoxicity_up	TCA2TCC	NA
C57830	BSK_SAg_Proliferation_down	TCA2TCC	NA
C57830	BSK_SAg_SRB_down	TCA2TCC	NA
C57830	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C57830	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C57830	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C57830	NVS_ADME_hCYP2C18	TCA2TCC	NA
C57830	NVS_ADME_hCYP2C19	TCA2TCC	NA
C57830	NVS_ADME_hCYP2C9	TCA2TCC	NA
C57830	NVS_ADME_hCYP3A4	TCA2TCC	NA
C57830	NVS_ADME_rCYP2A2	TCA2TCC	NA
C57830	NVS_ADME_rCYP2C11	TCA2TCC	NA
C57830	NVS_ENZ_hAChE	TCA2TCC	NA
C57830	NVS_ENZ_hHDAC6	TCA2TCC	NA
C57830	NVS_ENZ_oCOX1	TCA2TCC	NA
C57830	NVS_MP_hPBR	TCA2TCC	NA
C57830	NVS_NR_bER	TCA2TCC	NA
C57830	NVS_NR_bPR	TCA2TCC	NA
C57830	NVS_NR_cAR	TCA2TCC	NA
C57830	NVS_NR_hAR	TCA2TCC	NA
C57830	NVS_NR_hER	TCA2TCC	NA
C57830	NVS_NR_hFXR_Antagonist	TCA2TCC	NA
C57830	NVS_NR_hGR	TCA2TCC	NA
C57830	NVS_NR_hPR	TCA2TCC	NA
C57830	NVS_NR_rAR	TCA2TCC	NA
C57830	NVS_NR_rMR	TCA2TCC	NA
C57830	NVS_OR_gSIGMA_NonSelective	TCA2TCC	NA
C57830	NVS_TR_hAdoT	TCA2TCC	NA
C57830	OT_AR_ARELUC_AG_1440	TCA2TCC	NA
C57830	OT_AR_ARSRC1_0480	TCA2TCC	NA
C57830	OT_AR_ARSRC1_0960	TCA2TCC	NA
C57830	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C57830	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C57830	Tox21_AR_BLA_Agonist_ratio	TCA2TCC	NA
C57830	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C57830	Tox21_AR_BLA_Antagonist_viability	TCA2TCC	NA
C57830	Tox21_AR_LUC_MDAKB2_Agonist	TCA2TCC	NA
C57830	Tox21_AR_LUC_MDAKB2_Antagonist	TCA2TCC	NA
C57830	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C57830	Tox21_ERa_BLA_Antagonist_ratio	TCA2TCC	NA
C57830	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C57830	Tox21_ERa_LUC_BG1_Antagonist	TCA2TCC	NA
C57830	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C57830	Tox21_GR_BLA_Antagonist_ratio	TCA2TCC	NA
C57830	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C57837191	ATG_Ahr_CIS_up	TCA2TCC	NA
C57837191	ATG_BRE_CIS_up	TCA2TCC	NA
C57837191	ATG_CMV_CIS_up	TCA2TCC	NA
C57837191	ATG_C_EBP_CIS_up	TCA2TCC	NA
C57837191	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C57837191	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C57837191	ATG_PXRE_CIS_up	TCA2TCC	NA
C57837191	ATG_SREBP_CIS_up	TCA2TCC	NA
C57837191	ATG_VDRE_CIS_up	TCA2TCC	NA
C57837191	BSK_SAg_SRB_down	TCA2TCC	NA
C57837191	NVS_ADME_rCYP3A1	TCA2TCC	NA
C57837191	NVS_MP_rPBR	TCA2TCC	NA
C57837191	OT_AR_ARELUC_AG_1440	TCA2TCC	NA
C57837191	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C57852	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C57852	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C57852	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C57852	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C57852	APR_HepG2_MicrotubuleCSK_72h_dn	TCA2TCC	NA
C57852	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C57852	APR_HepG2_MitoMass_72h_up	TCA2TCC	NA
C57852	APR_HepG2_MitoMembPot_72h_dn	TCA2TCC	NA
C57852	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C57852	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C57852	APR_HepG2_NuclearSize_72h_dn	TCA2TCC	NA
C57852	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C57852	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C57852	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C57852	ATG_AR_TRANS_up	TCA2TCC	NA
C57852	ATG_BRE_CIS_up	TCA2TCC	NA
C57852	ATG_CMV_CIS_up	TCA2TCC	NA
C57852	ATG_CRE_CIS_up	TCA2TCC	NA
C57852	ATG_EGR_CIS_up	TCA2TCC	NA
C57852	ATG_ERE_CIS_up	TCA2TCC	NA
C57852	ATG_ERa_TRANS_up	TCA2TCC	NA
C57852	ATG_HSE_CIS_up	TCA2TCC	NA
C57852	ATG_LXRa_TRANS_up	TCA2TCC	NA
C57852	ATG_LXRb_TRANS_up	TCA2TCC	NA
C57852	ATG_MRE_CIS_up	TCA2TCC	NA
C57852	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C57852	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C57852	ATG_PXRE_CIS_up	TCA2TCC	NA
C57852	ATG_Pax6_CIS_up	TCA2TCC	NA
C57852	ATG_SREBP_CIS_up	TCA2TCC	NA
C57852	ATG_Sox_CIS_up	TCA2TCC	NA
C57852	ATG_Sp1_CIS_up	TCA2TCC	NA
C57852	ATG_TA_CIS_up	TCA2TCC	NA
C57852	ATG_VDRE_CIS_up	TCA2TCC	NA
C57852	ATG_Xbp1_CIS_up	TCA2TCC	NA
C57852	BSK_3C_Eselectin_down	TCA2TCC	NA
C57852	BSK_3C_HLADR_down	TCA2TCC	NA
C57852	BSK_3C_ICAM1_down	TCA2TCC	NA
C57852	BSK_3C_IL8_down	TCA2TCC	NA
C57852	BSK_3C_MCP1_down	TCA2TCC	NA
C57852	BSK_3C_MIG_down	TCA2TCC	NA
C57852	BSK_3C_Proliferation_down	TCA2TCC	NA
C57852	BSK_3C_SRB_down	TCA2TCC	NA
C57852	BSK_3C_Thrombomodulin_up	TCA2TCC	NA
C57852	BSK_3C_TissueFactor_down	TCA2TCC	NA
C57852	BSK_3C_VCAM1_down	TCA2TCC	NA
C57852	BSK_3C_Vis_down	TCA2TCC	NA
C57852	BSK_3C_uPAR_down	TCA2TCC	NA
C57852	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C57852	BSK_4H_MCP1_down	TCA2TCC	NA
C57852	BSK_4H_Pselectin_down	TCA2TCC	NA
C57852	BSK_4H_SRB_down	TCA2TCC	NA
C57852	BSK_4H_VCAM1_down	TCA2TCC	NA
C57852	BSK_4H_VEGFRII_down	TCA2TCC	NA
C57852	BSK_4H_uPAR_down	TCA2TCC	NA
C57852	BSK_BE3C_HLADR_down	TCA2TCC	NA
C57852	BSK_BE3C_MMP1_up	TCA2TCC	NA
C57852	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C57852	BSK_KF3CT_IL1a_down	TCA2TCC	NA
C57852	BSK_KF3CT_SRB_down	TCA2TCC	NA
C57852	BSK_KF3CT_TIMP2_down	TCA2TCC	NA
C57852	BSK_LPS_CD40_down	TCA2TCC	NA
C57852	BSK_LPS_Eselectin_down	TCA2TCC	NA
C57852	BSK_LPS_IL1a_down	TCA2TCC	NA
C57852	BSK_LPS_IL8_down	TCA2TCC	NA
C57852	BSK_LPS_MCP1_down	TCA2TCC	NA
C57852	BSK_LPS_MCSF_down	TCA2TCC	NA
C57852	BSK_LPS_SRB_down	TCA2TCC	NA
C57852	BSK_LPS_TissueFactor_down	TCA2TCC	NA
C57852	BSK_LPS_VCAM1_down	TCA2TCC	NA
C57852	BSK_SAg_CD38_down	TCA2TCC	NA
C57852	BSK_SAg_CD40_down	TCA2TCC	NA
C57852	BSK_SAg_CD69_down	TCA2TCC	NA
C57852	BSK_SAg_IL8_down	TCA2TCC	NA
C57852	BSK_SAg_MCP1_down	TCA2TCC	NA
C57852	BSK_SAg_MIG_down	TCA2TCC	NA
C57852	BSK_SAg_Proliferation_down	TCA2TCC	NA
C57852	BSK_SAg_SRB_down	TCA2TCC	NA
C57852	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C57852	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C57852	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C57852	BSK_hDFCGF_MIG_down	TCA2TCC	NA
C57852	BSK_hDFCGF_MMP1_down	TCA2TCC	NA
C57852	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C57852	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C57852	BSK_hDFCGF_SRB_down	TCA2TCC	NA
C57852	BSK_hDFCGF_TIMP1_down	TCA2TCC	NA
C57852	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C57852	NVS_GPCR_hM2	TCA2TCC	NA
C57852	NVS_GPCR_hM4	TCA2TCC	NA
C57852	NVS_NR_cAR	TCA2TCC	NA
C57852	NVS_NR_hAR	TCA2TCC	NA
C57852	NVS_NR_hGR	TCA2TCC	NA
C57852	NVS_NR_hPR	TCA2TCC	NA
C57852	NVS_NR_rAR	TCA2TCC	NA
C57852	NVS_NR_rMR	TCA2TCC	NA
C57852	OT_AR_ARELUC_AG_1440	TCA2TCC	NA
C57852	OT_AR_ARSRC1_0480	TCA2TCC	NA
C57852	OT_AR_ARSRC1_0960	TCA2TCC	NA
C57852	OT_ER_ERaERb_1440	TCA2TCC	NA
C57852	OT_ER_ERbERb_0480	TCA2TCC	NA
C57852	OT_ER_ERbERb_1440	TCA2TCC	NA
C57852	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C57852	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C57852	Tox21_AR_BLA_Agonist_ratio	TCA2TCC	NA
C57852	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C57852	Tox21_AR_BLA_Antagonist_viability	TCA2TCC	NA
C57852	Tox21_AR_LUC_MDAKB2_Agonist	TCA2TCC	NA
C57852	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C57852	Tox21_ERa_BLA_Agonist_ratio	TCA2TCC	NA
C57852	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C57852	Tox21_ESRE_BLA_viability	TCA2TCC	NA
C57852	Tox21_FXR_BLA_agonist_viability	TCA2TCC	NA
C57852	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C57852	Tox21_FXR_BLA_antagonist_viability	TCA2TCC	NA
C57852	Tox21_GR_BLA_Agonist_ratio	TCA2TCC	NA
C57852	Tox21_GR_BLA_Antagonist_ratio	TCA2TCC	NA
C57852	Tox21_HSE_BLA_agonist_ratio	TCA2TCC	NA
C57852	Tox21_HSE_BLA_agonist_viability	TCA2TCC	NA
C57852	Tox21_PPARd_BLA_Agonist_viability	TCA2TCC	NA
C57852	Tox21_PPARd_BLA_agonist_ratio	TCA2TCC	NA
C57852	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C57852	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C57852	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C57852	Tox21_p53_BLA_p2_viability	TCA2TCC	NA
C57910	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C57910	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C57910	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C57910	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C57910	APR_HepG2_MicrotubuleCSK_24h_dn	TCA2TCC	NA
C57910	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C57910	APR_HepG2_MitoMembPot_24h_dn	TCA2TCC	NA
C57910	APR_HepG2_MitoMembPot_72h_dn	TCA2TCC	NA
C57910	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C57910	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C57910	APR_HepG2_NuclearSize_24h_dn	TCA2TCC	NA
C57910	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C57910	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C57910	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C57910	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C57910	ATG_AR_TRANS_up	TCA2TCC	NA
C57910	ATG_CMV_CIS_up	TCA2TCC	NA
C57910	ATG_ERE_CIS_up	TCA2TCC	NA
C57910	ATG_ERa_TRANS_up	TCA2TCC	NA
C57910	ATG_MRE_CIS_up	TCA2TCC	NA
C57910	ATG_PXRE_CIS_up	TCA2TCC	NA
C57910	ATG_PXR_TRANS_up	TCA2TCC	NA
C57910	ATG_VDRE_CIS_up	TCA2TCC	NA
C57910	BSK_3C_Eselectin_down	TCA2TCC	NA
C57910	BSK_3C_HLADR_down	TCA2TCC	NA
C57910	BSK_3C_IL8_down	TCA2TCC	NA
C57910	BSK_3C_MCP1_down	TCA2TCC	NA
C57910	BSK_3C_Proliferation_down	TCA2TCC	NA
C57910	BSK_3C_SRB_down	TCA2TCC	NA
C57910	BSK_3C_TissueFactor_down	TCA2TCC	NA
C57910	BSK_3C_Vis_down	TCA2TCC	NA
C57910	BSK_3C_uPAR_down	TCA2TCC	NA
C57910	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C57910	BSK_4H_Pselectin_down	TCA2TCC	NA
C57910	BSK_4H_SRB_down	TCA2TCC	NA
C57910	BSK_4H_uPAR_down	TCA2TCC	NA
C57910	BSK_BE3C_HLADR_down	TCA2TCC	NA
C57910	BSK_BE3C_MMP1_up	TCA2TCC	NA
C57910	BSK_CASM3C_IL6_down	TCA2TCC	NA
C57910	BSK_CASM3C_LDLR_up	TCA2TCC	NA
C57910	BSK_CASM3C_MCSF_down	TCA2TCC	NA
C57910	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C57910	BSK_CASM3C_Thrombomodulin_down	TCA2TCC	NA
C57910	BSK_CASM3C_VCAM1_down	TCA2TCC	NA
C57910	BSK_LPS_Eselectin_down	TCA2TCC	NA
