ID	altID	ClassUpper	ClassLower	Group
C1563388	2,3-Dihydro-2,2-dimethyl-7-benzofuranol	Chem	Chem	Chem
C1563662	Carbofuran	Chem	Chem	Chem
C156434	4-Ethoxyaniline	Chem	Chem	Chem
C156605	(E)-1,2-Dichloroethylene	Chem	Chem	Chem
C1569013	1-Propoxy-2-propanol	Chem	Chem	Chem
C1569024	1-Ethoxy-2-propanol	Chem	Chem	Chem
C1570645	4-Chloro-2-methylphenol	Chem	Chem	Chem
C15708415	Ethylenediaminetetraacetic acid ferric sodium salt	Chem	Chem	Chem
C158081993	CP-105696	Chem	Chem	Chem
C1582098	Trifluralin	Chem	Chem	Chem
C159138815	Cariporide mesylate	Chem	Chem	Chem
C1596845	Daminozide	Chem	Chem	Chem
C15972608	Alachlor	Chem	Chem	Chem
C16079882	Bromo-3-chloro-5,5-dimethylhydantoin	Chem	Chem	Chem
C1610180	Prometon	Chem	Chem	Chem
C161050584	Methoxyfenozide	Chem	Chem	Chem
C161326347	Fenamidone	Chem	Chem	Chem
C16219753	5-Ethylidene-2-norbornene	Chem	Chem	Chem
C1625918	4,4'-Di-tert-butylbiphenyl	Chem	Chem	Chem
C162706141	UK-156819	Chem	Chem	Chem
C1632731	Fenchol	Chem	Chem	Chem
C1634782	Malaoxon	Chem	Chem	Chem
C163520330	Isoxadifen-ethyl	Chem	Chem	Chem
C1638228	4-Butylphenol	Chem	Chem	Chem
C16423680	FD&C Red 3	Chem	Chem	Chem
C1646759	Aldicarb oxime	Chem	Chem	Chem
C1646873	Aldicarb sulfoxide	Chem	Chem	Chem
C1646884	Aldoxycarb	Chem	Chem	Chem
C165252700	Dinotefuran	Chem	Chem	Chem
C16587716	4-(tert-Pentyl)-cyclohexanone	Chem	Chem	Chem
C166412788	Diisononyl cyclohexane-1,2-dicarboxylate	Chem	Chem	Chem
C16672870	Ethephon	Chem	Chem	Chem
C1671756	Heptanophenone	Chem	Chem	Chem
C16752775	Methomyl	Chem	Chem	Chem
C1675543	Bisphenol A diglycidyl ether	Chem	Chem	Chem
C16893859	Sodium hexafluorosilicate	Chem	Chem	Chem
C1689845	Bromoxynil	Chem	Chem	Chem
C169590425	Celecoxib	Chem	Chem	Chem
C1698608	Chloridazon	Chem	Chem	Chem
C1702176	Clopyralid	Chem	Chem	Chem
C171866312	CP-283097	Chem	Chem	Chem
C1724396	Cyclododecanol	Chem	Chem	Chem
C173584446	Indoxacarb	Chem	Chem	Chem
C17372871	Eosin	Chem	Chem	Chem
C174185161	FR167356	Chem	Chem	Chem
C1742149	1,1-Bis(3,4-dimethylphenyl)ethane	Chem	Chem	Chem
C17465860	gamma-Cyclodextrin	Chem	Chem	Chem
C175013180	Pyraclostrobin	Chem	Chem	Chem
C1760243	N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine	Chem	Chem	Chem
C1762954	Thiocyanic acid, ammonium salt	Chem	Chem	Chem
C1763231	PFOS	Chem	Chem	Chem
C17696627	Phenylparaben	Chem	Chem	Chem
C177785476	PharmaGSID_47261	Chem	Chem	Chem
C17796826	N-(Cyclohexylthio)phthalimide	Chem	Chem	Chem
C17804352	Benomyl	Chem	Chem	Chem
C17924924	Zearalenone	Chem	Chem	Chem
C179465715	CJ-013790	Chem	Chem	Chem
C180084019	SB236057A	Chem	Chem	Chem
C1806264	4-Octylphenol	Chem	Chem	Chem
C181274157	Propoxycarbazone-sodium	Chem	Chem	Chem
C181274179	Flucarbazone-sodium	Chem	Chem	Chem
C181640095	SR144190	Chem	Chem	Chem
C18172673	(-)-beta-Pinene	Chem	Chem	Chem
C1825214	Pentachloroanisole	Chem	Chem	Chem
C1836755	Nitrofen	Chem	Chem	Chem
C1843056	Octabenzone	Chem	Chem	Chem
C184653847	Carabersat	Chem	Chem	Chem
C1861321	Chlorthal-dimethyl	Chem	Chem	Chem
C1861401	Benfluralin	Chem	Chem	Chem
C186392654	Ingliforib	Chem	Chem	Chem
C1873887	1,1,1,3,5,5,5-Heptamethyltrisiloxane	Chem	Chem	Chem
C188425856	Boscalid	Chem	Chem	Chem
C188489078	Flufenpyr-ethyl	Chem	Chem	Chem
C189003927	Trelanserin	Chem	Chem	Chem
C18924668	2,2'-(Tetradecylimino)diethanol	Chem	Chem	Chem
C1897456	Chlorothalonil	Chem	Chem	Chem
C18979550	4-(Hexyloxy)phenol	Chem	Chem	Chem
C19044883	Oryzalin	Chem	Chem	Chem
C1907659	N-Butyl-p-toluenesulfonamide	Chem	Chem	Chem
C1912249	Atrazine	Chem	Chem	Chem
C1918009	Dicamba	Chem	Chem	Chem
C1918021	Picloram	Chem	Chem	Chem
C1918167	Propachlor	Chem	Chem	Chem
C1929733	2,4-D-Butotyl	Chem	Chem	Chem
C1929777	Vernolate	Chem	Chem	Chem
C1929824	Nitrapyrin	Chem	Chem	Chem
C1934210	FD&C Yellow 5	Chem	Chem	Chem
C1936158	C.I. Acid Orange 10	Chem	Chem	Chem
C194098254	CP-409092	Chem	Chem	Chem
C1948330	tert-Butylhydroquinone	Chem	Chem	Chem
C19666309	Oxadiazon	Chem	Chem	Chem
C196808454	Farglitazar	Chem	Chem	Chem
C197077557	UK-333747	Chem	Chem	Chem
C19774824	Amiodarone hydrochloride	Chem	Chem	Chem
C19780111	(2-Dodecenyl)succinic anhydride	Chem	Chem	Chem
C1987504	4-Heptylphenol	Chem	Chem	Chem
C199119589	Trifloxysulfuron-sodium	Chem	Chem	Chem
C199171885	CP-401387	Chem	Chem	Chem
C199584388	1-Methoxy-4-tert-pentylcyclohexane	Chem	Chem	Chem
C2008415	Butylate	Chem	Chem	Chem
C200940234	SB243213A	Chem	Chem	Chem
C2016571	1-Decanamine	Chem	Chem	Chem
C20265978	4-Methoxyaniline hydrochloride	Chem	Chem	Chem
C2031676	Triethoxymethylsilane	Chem	Chem	Chem
C20325400	3,3'-Dimethoxybenzidine dihydrochloride	Chem	Chem	Chem
C203942498	UK-337312	Chem	Chem	Chem
C2043574	1H,1H,2H,2H-Perfluorooctyl iodide	Chem	Chem	Chem
C2044646	N,N-Dimethylacetoacetamide	Chem	Chem	Chem
C2058460	Oxytetracycline hydrochloride	Chem	Chem	Chem
C2058948	Perfluoroundecanoic acid	Chem	Chem	Chem
C205992	Benzo(b)fluoranthene	Chem	Chem	Chem
C206440	Fluoranthene	Chem	Chem	Chem
C207736058	CI-1029	Chem	Chem	Chem
C20780487	3,7-Dimethyloctan-3-yl acetate	Chem	Chem	Chem
C2078548	Propofol	Chem	Chem	Chem
C20830755	Digoxin	Chem	Chem	Chem
C208968	Acenaphthylene	Chem	Chem	Chem
C2104645	EPN	Chem	Chem	Chem
C210631688	Topramezone	Chem	Chem	Chem
C210826407	CP-456773	Chem	Chem	Chem
C21087649	Metribuzin	Chem	Chem	Chem
C210880925	Clothianidin	Chem	Chem	Chem
C2110181	2-(3-Phenylpropyl)pyridine	Chem	Chem	Chem
C21145777	6-Acetyl-1,1,2,4,4,7-hexamethyltetralin	Chem	Chem	Chem
C2122705	Ethyl 1-naphthaleneacetate	Chem	Chem	Chem
C21245023	2-Ethylhexyl 4-(dimethylamino)benzoate	Chem	Chem	Chem
C2144538	Tridecafluorohexylethyl methacrylate	Chem	Chem	Chem
C214535770	CP-457677	Chem	Chem	Chem
C215297271	UK-343664	Chem	Chem	Chem
C2155706	Tributyltin methacrylate	Chem	Chem	Chem
C21564170	2-(Thiocyanomethylthio)benzothiazole	Chem	Chem	Chem
C2164172	Fluometuron	Chem	Chem	Chem
C21662099	(4Z)-4-Decenal	Chem	Chem	Chem
C21725462	Cyanazine	Chem	Chem	Chem
C2176627	Pentachloropyridine	Chem	Chem	Chem
C219714962	Penoxsulam	Chem	Chem	Chem
C219790724	SB281832	Chem	Chem	Chem
C22047490	2-Ethylhexyl octadecanoate	Chem	Chem	Chem
C220860504	CP-457920	Chem	Chem	Chem
C221246124	Fandosentan potassium salt	Chem	Chem	Chem
C2212671	Molinate	Chem	Chem	Chem
C221671621	SR146131	Chem	Chem	Chem
C22224926	Fenamiphos	Chem	Chem	Chem
C22248799	Z-Tetrachlorvinphos	Chem	Chem	Chem
C22260511	Bromocriptine mesylate	Chem	Chem	Chem
C2231574	Thiocarbazide	Chem	Chem	Chem
C2243621	1,5-Naphthalenediamine	Chem	Chem	Chem
C2244215	Potassium dichloroisocyanurate	Chem	Chem	Chem
C22781233	Bendiocarb	Chem	Chem	Chem
C22839470	Aspartame	Chem	Chem	Chem
C22915737	Hexane-1,6-diyl dibenzoate	Chem	Chem	Chem
C23031369	Prallethrin	Chem	Chem	Chem
C2303175	Tri-allate	Chem	Chem	Chem
C23089261	Levomenol	Chem	Chem	Chem
C230954093	CP-544439	Chem	Chem	Chem
C2310170	Phosalone	Chem	Chem	Chem
C23103982	Pirimicarb	Chem	Chem	Chem
C2312358	Propargite	Chem	Chem	Chem
C23135220	Oxamyl	Chem	Chem	Chem
C23184669	Butachlor	Chem	Chem	Chem
C2321075	Fluorescein	Chem	Chem	Chem
C23386529	Dicyclohexyl sodium sulfosuccinate	Chem	Chem	Chem
C23422539	Formetanate hydrochloride	Chem	Chem	Chem
C2353459	FD&C Green No. 3	Chem	Chem	Chem
C23564058	Thiophanate-methyl	Chem	Chem	Chem
C23564069	Thiophanate	Chem	Chem	Chem
C23593751	Clotrimazole	Chem	Chem	Chem
C23779320	1-[3-(Triethoxysilyl)propyl]urea	Chem	Chem	Chem
C2385855	Mirex	Chem	Chem	Chem
C2386870	UT-632	Chem	Chem	Chem
C2390605	Basic Blue 7	Chem	Chem	Chem
C2392394	Dexamethasone sodium phosphate	Chem	Chem	Chem
C23950585	Propyzamide	Chem	Chem	Chem
C2396681	4-tert-Butylbenzenethiol	Chem	Chem	Chem
C2409554	2-tert-Butyl-4-methylphenol	Chem	Chem	Chem
C24157811	2,6-Diisopropylnaphthalene	Chem	Chem	Chem
C24169026	Econazole nitrate	Chem	Chem	Chem
C2416946	2,3,6-Trimethylphenol	Chem	Chem	Chem
C2425061	Captafol	Chem	Chem	Chem
C2425776	2-Hexyl-1-decanol	Chem	Chem	Chem
C2426086	Butyl glycidyl ether	Chem	Chem	Chem
C24307264	Mepiquat chloride	Chem	Chem	Chem
C2432873	Dioctyl succinate	Chem	Chem	Chem
C2433149	4-Cyclohexylcyclohexanol	Chem	Chem	Chem
C2440224	2-(2H-Benzotriazol-2-yl)-4-methylphenol	Chem	Chem	Chem
C2445774	2-Methylbutyl isovalerate	Chem	Chem	Chem
C2451629	Triglycidyl isocyanurate	Chem	Chem	Chem
C24549062	2-Ethyl-6-methylaniline	Chem	Chem	Chem
C2457014	Barium bis(2-ethylhexanoate)	Chem	Chem	Chem
C24602866	Tridemorph	Chem	Chem	Chem
C2465272	Auramine hydrochloride	Chem	Chem	Chem
C2467029	Bisphenol F	Chem	Chem	Chem
C24800440	Tripropylene glycol	Chem	Chem	Chem
C24851987	Methyl dihydrojasmonate	Chem	Chem	Chem
C2491385	2-Bromo-4-hydroxyacetophenone	Chem	Chem	Chem
C2492264	Sodium 2-mercaptobenzothiolate	Chem	Chem	Chem
C249296433	CJ-013610	Chem	Chem	Chem
C25057890	Bentazone	Chem	Chem	Chem
C25155184	Methylbenzethonium chloride	Chem	Chem	Chem
C25155300	Sodium dodecylbenzenesulfonate	Chem	Chem	Chem
C25168052	Chlorotoluene	Chem	Chem	Chem
C25265718	Dipropylene glycol	Chem	Chem	Chem
C2528167	Monobenzyl phthalate	Chem	Chem	Chem
C25322694	Polypropylene glycol	Chem	Chem	Chem
C253450098	Besonprodil	Chem	Chem	Chem
C25360105	tert-Nonanethiol	Chem	Chem	Chem
C25496724	Glyceryl monooleate	Chem	Chem	Chem
C25498491	Tripropylene glycol monomethyl ether	Chem	Chem	Chem
C2550405	Dicyclohexyl disulfide	Chem	Chem	Chem
C2554065	1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane	Chem	Chem	Chem
C25550985	Diisodecylphenyl phosphite	Chem	Chem	Chem
C25606411	Propamocarb hydrochloride	Chem	Chem	Chem
C25638179	Butylnaphthalenesulfonic acid sodium salt	Chem	Chem	Chem
C25812300	Gemfibrozil	Chem	Chem	Chem
C2593159	Etridiazole	Chem	Chem	Chem
C25956176	Allura Red C.I.16035	Chem	Chem	Chem
C26002802	Phenothrin	Chem	Chem	Chem
C26027383	Polyoxyethylene(10)nonylphenyl ether	Chem	Chem	Chem
C26040517	Bis(2-ethylhexyl) tetrabromophthalate	Chem	Chem	Chem
C2605790	N,N-Dimethyldecylamine oxide	Chem	Chem	Chem
C2610119	C.I. Direct Red 81 disodium salt	Chem	Chem	Chem
C26172554	5-Chloro-2-methyl-3(2H)-isothiazolone	Chem	Chem	Chem
C261947380	CP-532623	Chem	Chem	Chem
C26225796	Ethofumesate	Chem	Chem	Chem
C262376750	HMR1426	Chem	Chem	Chem
C26264062	Calcium dodecylbenzene sulfonate	Chem	Chem	Chem
C2627954	1,3-Divinyl-1,1,3,3-tetramethyl disiloxane	Chem	Chem	Chem
C2634335	1,2-Benzisothiazolin-3-one	Chem	Chem	Chem
C263553339	GW473178E methyl benzene sulphonic acid	Chem	Chem	Chem
C26402266	Glyceryl monooctanoate	Chem	Chem	Chem
C26447109	Ammonium xylene sulfonate	Chem	Chem	Chem
C264618442	SSR146977	Chem	Chem	Chem
C26530201	Octhilinone	Chem	Chem	Chem
C26628228	Sodium azide	Chem	Chem	Chem
C26644462	Triforine	Chem	Chem	Chem
C2675776	Chloroneb	Chem	Chem	Chem
C2687254	2,3-Diaminotoluene	Chem	Chem	Chem
C2687947	N-Octyl-2-pyrrolidone	Chem	Chem	Chem
C2687969	1-Dodecyl-2-pyrrolidinone	Chem	Chem	Chem
C26896208	Neodecanoic acid	Chem	Chem	Chem
C2694544	Triprop-2-en-1-yl benzene-1,2,4-tricarboxylate	Chem	Chem	Chem
C2696846	4-Propylaniline	Chem	Chem	Chem
C2702729	2,4-D sodium salt	Chem	Chem	Chem
C27090637	N,N,N',N'-Tetrabutyl-1,6-hexanediamine	Chem	Chem	Chem
C27138314	Di(propylene glycol) dibenzoate	Chem	Chem	Chem
C27176870	Dodecylbenzenesulfonic acid	Chem	Chem	Chem
C27178161	Diisodecyl hexanedioate	Chem	Chem	Chem
C271896	2,3-Benzofuran	Chem	Chem	Chem
C27193868	Dodecylphenol	Chem	Chem	Chem
C27253334	Calcium neodecanoate	Chem	Chem	Chem
C27306781	Silwet L77	Chem	Chem	Chem
C27314132	Norflurazon	Chem	Chem	Chem
C27323417	Dodecylbenzene sulfonate triethanolamine (1:1)	Chem	Chem	Chem
C27344418	Disodium 4,4'-bis(2-sulfostyryl)biphenyl	Chem	Chem	Chem
C2756561	Isobornyl propanoate	Chem	Chem	Chem
C2761242	Triethoxypentylsilane	Chem	Chem	Chem
C2772454	2,4-Bis(1-methyl-1-phenylethyl)phenol	Chem	Chem	Chem
C2782572	Troclosene	Chem	Chem	Chem
C2783940	FD&C Yellow 6	Chem	Chem	Chem
C2795393	PFOS-K	Chem	Chem	Chem
C27955948	4,4',4"-Ethane-1,1,1-triyltriphenol	Chem	Chem	Chem
C2807309	2-Propoxyethanol	Chem	Chem	Chem
C28159980	Cybutryne	Chem	Chem	Chem
C28249776	Thiobencarb	Chem	Chem	Chem
C283594901	Spiromesifen	Chem	Chem	Chem
C2835952	5-Amino-2-methylphenol	Chem	Chem	Chem
C28434006	S-Bioallethrin	Chem	Chem	Chem
C28631665	C.I. Acid Blue 22	Chem	Chem	Chem
C2870328	C.I. Direct Yellow 12	Chem	Chem	Chem
C28804888	Dimethylnaphthalene	Chem	Chem	Chem
C288104790	Surinabant	Chem	Chem	Chem
C288324	Imidazole	Chem	Chem	Chem
C288880	1H-1,2,4-Triazole	Chem	Chem	Chem
C2893789	Sodium dichloroisocyanurate	Chem	Chem	Chem
C289716945	CP-607366	Chem	Chem	Chem
C290352282	CP-634384	Chem	Chem	Chem
C29091212	Prodiamine	Chem	Chem	Chem
C29122687	Atenolol	Chem	Chem	Chem
C291305061	UK-373911	Chem	Chem	Chem
C2917739	Dibutyl nonanedioate	Chem	Chem	Chem
C2919666	Melengestrol acetate	Chem	Chem	Chem
C2921882	Chlorpyrifos	Chem	Chem	Chem
C29232937	Pirimiphos-methyl	Chem	Chem	Chem
C2934056	2,4-Diisopropylphenol	Chem	Chem	Chem
C29385431	Tolyltriazole	Chem	Chem	Chem
C29387868	Propylene glycol monobutyl ether	Chem	Chem	Chem
C29420493	PFBS-K	Chem	Chem	Chem
C2943751	Triethoxyoctylsilane	Chem	Chem	Chem
C29590429	Isooctyl acrylate	Chem	Chem	Chem
C2971360	2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane	Chem	Chem	Chem
C298000	Methyl parathion	Chem	Chem	Chem
C298022	Phorate	Chem	Chem	Chem
C298044	Disulfoton	Chem	Chem	Chem
C298077	Bis(2-ethylhexyl) phosphate	Chem	Chem	Chem
C298198524	SSR180711	Chem	Chem	Chem
C29836268	Octyl beta-D-glucopyranoside	Chem	Chem	Chem
C298464	Carbamazepine	Chem	Chem	Chem
C2996921	Trimethoxyphenylsilane	Chem	Chem	Chem
C300765	Naled	Chem	Chem	Chem
C3025307	Ethyl (2E,4Z)-deca-2,4-dienoate	Chem	Chem	Chem
C3026639	Sodium tridecyl sulfate	Chem	Chem	Chem
C302794	trans-Retinoic acid	Chem	Chem	Chem
C3033770	N,N,N-Trimethyl(oxiran-2-yl)methanaminium chloride	Chem	Chem	Chem
C30399849	Isooctadecanoic acid	Chem	Chem	Chem
C30516871	3'-Azido-3'-deoxythymidine	Chem	Chem	Chem
C30560191	Acephate	Chem	Chem	Chem
C3056175	Stavudine	Chem	Chem	Chem
C307244	PFHxA	Chem	Chem	Chem
C309002	Aldrin	Chem	Chem	Chem
C311455	Paraoxon	Chem	Chem	Chem
C31218834	Propetamphos	Chem	Chem	Chem
C313994795	MK-578	Chem	Chem	Chem
C314409	Bromacil	Chem	Chem	Chem
C3147759	Octrizole	Chem	Chem	Chem
C31519229	1,4-Dihydroxy-2-naphthoic acid	Chem	Chem	Chem
C3164850	Potassium 2-ethylhexanoate	Chem	Chem	Chem
C3194556	1,2,5,6,9,10-Hexabromocyclododecane	Chem	Chem	Chem
C319857	beta-Hexachlorocyclohexane	Chem	Chem	Chem
C32388559	1-Cedr-8-en-9-ylethanone	Chem	Chem	Chem
C3252435	Dibromoacetonitrile	Chem	Chem	Chem
C3268493	3-(Methylthio)propanal	Chem	Chem	Chem
C32809168	Procymidone	Chem	Chem	Chem
C328392467	HMR1171	Chem	Chem	Chem
C328847	1,2-Dichloro-4-(trifluoromethyl)benzene	Chem	Chem	Chem
C3296900	2,2-Bis(bromomethyl)-1,3-propanediol	Chem	Chem	Chem
C330198919	Fully acetylated glycerol monoester on 12-Hydroxystearic acid (85%); Fully acetylated glycerol monostearate represents (10%)	Chem	Chem	Chem
C330541	Diuron	Chem	Chem	Chem
C330552	Linuron	Chem	Chem	Chem
C33089611	Amitraz	Chem	Chem	Chem
C331623064	MK-547	Chem	Chem	Chem
C3319311	Tris(2-ethylhexyl) trimellitate	Chem	Chem	Chem
C33228443	4-Pentylaniline	Chem	Chem	Chem
C33228454	4-Hexylaniline	Chem	Chem	Chem
C333415	Diazinon	Chem	Chem	Chem
C3337711	Asulam	Chem	Chem	Chem
C334485	Decanoic acid	Chem	Chem	Chem
C335671	PFOA	Chem	Chem	Chem
C335762	PFDA	Chem	Chem	Chem
C33629479	Butralin	Chem	Chem	Chem
C33703081	Hexanedioic acid, diisononyl ester	Chem	Chem	Chem
C3380345	Triclosan	Chem	Chem	Chem
C33820530	Isopropalin	Chem	Chem	Chem
C3383968	Temephos	Chem	Chem	Chem
C3391864	1-Octen-3-ol	Chem	Chem	Chem
C33956499	Codlelure	Chem	Chem	Chem
C34014181	Tebuthiuron	Chem	Chem	Chem
C34256821	Acetochlor	Chem	Chem	Chem
C34451199	Butyl (2S)-2-hydroxypropanoate	Chem	Chem	Chem
C344930956	SSR69071	Chem	Chem	Chem
C3452979	3,5,5-Trimethyl-1-hexanol	Chem	Chem	Chem
C34590948	Propanol, 1(or 2)-(2-methoxymethylethoxy)-	Chem	Chem	Chem
C349495427	PharmaGSID_47263	Chem	Chem	Chem
C35256850	Butam	Chem	Chem	Chem
C353280076	CP-612372	Chem	Chem	Chem
C35367385	Diflubenzuron	Chem	Chem	Chem
C35400432	Sulprofos	Chem	Chem	Chem
C3547339	2-Hydroxyethyl octyl sulfide	Chem	Chem	Chem
C35554440	Imazalil	Chem	Chem	Chem
C35575963	Azamethiphos	Chem	Chem	Chem
C35691657	1,2-Dibromo-2,4-dicyanobutane	Chem	Chem	Chem
C361343193	Elzasonan	Chem	Chem	Chem
C361377299	Fluoxastrobin	Chem	Chem	Chem
C3622842	N-Butylbenzenesulfonamide	Chem	Chem	Chem
C3653483	MCPA-sodium	Chem	Chem	Chem
C36631308	Triisodecyl trimellitate	Chem	Chem	Chem
C36653824	1-Hexadecanol	Chem	Chem	Chem
C36673162	Isopropyl triethanolamine titanate	Chem	Chem	Chem
C36734197	Iprodione	Chem	Chem	Chem
C3681718	(3Z)-3-Hexenyl acetate	Chem	Chem	Chem
C368832422	CP-728663	Chem	Chem	Chem
C3691358	Chlorophacinone	Chem	Chem	Chem
C3734336	Denatonium benzoate	Chem	Chem	Chem
C3734676	C.I. Acid Red 1	Chem	Chem	Chem
C3739386	3-Phenoxybenzoic acid	Chem	Chem	Chem
C375859	Perfluoroheptanoic acid	Chem	Chem	Chem
C375951	PFNA	Chem	Chem	Chem
C37764253	Dichlormid	Chem	Chem	Chem
C3811049	Potassium chlorate	Chem	Chem	Chem
C3811732	Sodium (2-pyridylthio)-N-oxide	Chem	Chem	Chem
C3825261	PFOA, ammonium salt	Chem	Chem	Chem
C3844459	FD&C Blue No. 1	Chem	Chem	Chem
C3855321	2,6,10-Trimethyl-2,6,10-triazaundecane	Chem	Chem	Chem
C3871996	PFHS-K	Chem	Chem	Chem
C3913028	2-Butyloctan-1-ol	Chem	Chem	Chem
C39236469	Imidazolidinyl urea	Chem	Chem	Chem
C3926623	Sodium chloroacetate	Chem	Chem	Chem
C39300453	Dinocap	Chem	Chem	Chem
C39515418	Fenpropathrin	Chem	Chem	Chem
C39905572	4-Hexyloxyaniline	Chem	Chem	Chem
C402910274	UK-416244	Chem	Chem	Chem
C40487421	Pendimethalin	Chem	Chem	Chem
C40649363	4-Propylcyclohexanone	Chem	Chem	Chem
C4065456	Sulisobenzone	Chem	Chem	Chem
C4098719	Isophorone diisocyanate	Chem	Chem	Chem
C4107986	N,N-Diisopropylaniline	Chem	Chem	Chem
C41198087	Profenofos	Chem	Chem	Chem
C4130421	2,6-Di-tert-butyl-4-ethylphenol	Chem	Chem	Chem
C41372081	Methyldopa sesquihydrate	Chem	Chem	Chem
C41372207	Apomorphine hydrochloride hydrate	Chem	Chem	Chem
C41481667	4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]	Chem	Chem	Chem
C4151502	Sulfluramid	Chem	Chem	Chem
C4180238	(E)-Anethole	Chem	Chem	Chem
C420042	Cyanamide	Chem	Chem	Chem
C42509808	Isazofos	Chem	Chem	Chem
C427510	Cyproterone acetate	Chem	Chem	Chem
C42874033	Oxyfluorfen	Chem	Chem	Chem
C4291638	Cladribine	Chem	Chem	Chem
C43121433	Triadimefon	Chem	Chem	Chem
C43222486	Difenzoquat metilsulfate	Chem	Chem	Chem
C4342363	Tributyltin benzoate	Chem	Chem	Chem
C4344552	4-Butyloxyaniline	Chem	Chem	Chem
C4376185	Monomethyl phthalate	Chem	Chem	Chem
C4376209	Mono(2-ethylhexyl) phthalate	Chem	Chem	Chem
C439687691	Nelivaptan	Chem	Chem	Chem
C4418262	Sodium dehydroacetate	Chem	Chem	Chem
C4437858	Butylene carbonate	Chem	Chem	Chem
C444610917	PharmaGSID_47315	Chem	Chem	Chem
C4449518	Cyclopamine	Chem	Chem	Chem
C445295045	CP-671305	Chem	Chem	Chem
C4455269	N-Methyldioctylamine	Chem	Chem	Chem
C446720	Genistein	Chem	Chem	Chem
C4468422	3-Phenylhexane	Chem	Chem	Chem
C446866	Azathioprine	Chem	Chem	Chem
C451401	1,2-Diphenylethanone	Chem	Chem	Chem
C4548532	FD&C Red 4	Chem	Chem	Chem
C4553622	2-Methylpentanedinitrile	Chem	Chem	Chem
C4574043	Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride	Chem	Chem	Chem
C460004	1-Bromo-4-fluorobenzene	Chem	Chem	Chem
C460081996	PharmaGSID_48510	Chem	Chem	Chem
C4602840	Farnesol	Chem	Chem	Chem
C461023632	Aplaviroc hydrochloride	Chem	Chem	Chem
C461585	Cyanoguanidine	Chem	Chem	Chem
C463401	Linolenic acid	Chem	Chem	Chem
C4638486	5-Chlorosalicylanilide	Chem	Chem	Chem
C464493	D-Camphor	Chem	Chem	Chem
C4707475	Methyl 2,4-dihydroxy-3,6-dimethylbenzoate	Chem	Chem	Chem
C470826	1,8-Cineol	Chem	Chem	Chem
C4712554	Diphenyl phosphite	Chem	Chem	Chem
C473289622	Ilepatril	Chem	Chem	Chem
C474862	Equilin	Chem	Chem	Chem
C478149530	PHA-00543613	Chem	Chem	Chem
C478263988	AVE3295	Chem	Chem	Chem
C480400	Chrysin	Chem	Chem	Chem
C480637	2,4,6-Trimethylbenzoic acid	Chem	Chem	Chem
C484173	9-Phenanthrol	Chem	Chem	Chem
C486566	Cotinine	Chem	Chem	Chem
C486668	Daidzein	Chem	Chem	Chem
C487069	5,7-Dimethoxy-2H-chromen-2-one	Chem	Chem	Chem
C489010	2,6-Di-tert-butyl-4-methoxyphenol	Chem	Chem	Chem
C4904614	1,5,9-Cyclododecatriene	Chem	Chem	Chem
C491805	Biochanin A	Chem	Chem	Chem
C493527	Methyl red	Chem	Chem	Chem
C4940118	2-Ethyl-3-hydroxy-4H-pyran-4-one	Chem	Chem	Chem
C49562289	Fenofibrate	Chem	Chem	Chem
C496468	Glycoluril	Chem	Chem	Chem
C496720	3,4-Diaminotoluene	Chem	Chem	Chem
C499752	Isopropyl-o-cresol	Chem	Chem	Chem
C499832	2,6-Pyridinedicarboxylic acid	Chem	Chem	Chem
C500389	Nordihydroguaiaretic acid	Chem	Chem	Chem
C501027492	PD-0333941	Chem	Chem	Chem
C50146	Ergocalciferol	Chem	Chem	Chem
C50215	Lactic acid	Chem	Chem	Chem
C50226	Corticosterone	Chem	Chem	Chem
C50271	Estriol	Chem	Chem	Chem
C50282	17beta-Estradiol	Chem	Chem	Chem
C50293	p,p'-DDT	Chem	Chem	Chem
C50351	Thalidomide	Chem	Chem	Chem
C50419	Clomiphene citrate	Chem	Chem	Chem
C50471448	Vinclozolin	Chem	Chem	Chem
C50555	Reserpine	Chem	Chem	Chem
C50594666	Acifluorfen	Chem	Chem	Chem
C50657	Niclosamide	Chem	Chem	Chem
C50704	D-Glucitol	Chem	Chem	Chem
C50782	Aspirin	Chem	Chem	Chem
C50817	L-Ascorbic acid	Chem	Chem	Chem
C50892234	Pirinixic acid	Chem	Chem	Chem
C510156	Chlorobenzilate	Chem	Chem	Chem
C51036	Piperonyl butoxide	Chem	Chem	Chem
C51058	Procaine hydrochloride	Chem	Chem	Chem
C5116949	Monotridecyl phosphate	Chem	Chem	Chem
C51218	5-Fluorouracil	Chem	Chem	Chem
C51218452	Metolachlor	Chem	Chem	Chem
C51229788	Chloroallyl methenamine chloride	Chem	Chem	Chem
C51235042	Hexazinone	Chem	Chem	Chem
C51241	Tiratricol	Chem	Chem	Chem
C512425	Sodium methyl sulfate	Chem	Chem	Chem
C512561	Trimethyl phosphate	Chem	Chem	Chem
C51285	2,4-Dinitrophenol	Chem	Chem	Chem
